"year","county","substance","log_rr_median","prob_rr_gt1"
2013,"Williams","psychostimulant",1.35427951298837,0.962866666666667
2013,"Wood","psychostimulant",1.26265295197215,0.952933333333333
2013,"Wyandot","psychostimulant",1.34012990706844,0.961533333333333
2014,"Adams","psychostimulant",1.60708003432536,0.985
2014,"Allen","psychostimulant",1.19343147842724,0.948266666666667
2014,"Ashland","psychostimulant",1.16403460548235,0.9412
2014,"Ashtabula","psychostimulant",1.46617292641117,0.976133333333333
2014,"Athens","psychostimulant",1.23148260896761,0.957333333333333
2014,"Auglaize","psychostimulant",1.09843655148181,0.929466666666667
2014,"Belmont","psychostimulant",1.1855326797728,0.952133333333333
2014,"Brown","psychostimulant",1.41843638474623,0.968933333333333
2014,"Butler","psychostimulant",1.71693635582767,0.996533333333333
2014,"Carroll","psychostimulant",1.19970050043413,0.949266666666667
2014,"Champaign","psychostimulant",1.18569542574262,0.947933333333333
2014,"Clark","psychostimulant",1.03528029142502,0.929333333333333
2014,"Clermont","psychostimulant",1.57005022560116,0.9864
2014,"Clinton","psychostimulant",1.45706565021343,0.973666666666667
2014,"Columbiana","psychostimulant",1.27330646354543,0.958533333333333
2014,"Coshocton","psychostimulant",1.29596333768208,0.9646
2014,"Crawford","psychostimulant",1.28502516415647,0.9628
2014,"Cuyahoga","psychostimulant",1.43751520107411,0.9966
2014,"Darke","psychostimulant",1.35921891819845,0.967466666666667
2014,"Defiance","psychostimulant",1.36393073808519,0.9678
2014,"Delaware","psychostimulant",1.1298604810392,0.942533333333333
2014,"Erie","psychostimulant",1.31508550687925,0.9646
2014,"Fairfield","psychostimulant",1.37019266674487,0.9772
2014,"Fayette","psychostimulant",1.44125073820053,0.977466666666667
2014,"Franklin","psychostimulant",0.965167852768695,0.9528
2014,"Fulton","psychostimulant",1.21502018334738,0.943933333333333
2014,"Gallia","psychostimulant",1.26301314956301,0.9576
2014,"Geauga","psychostimulant",1.28784443690575,0.963666666666667
2014,"Greene","psychostimulant",1.06298917019322,0.9356
2014,"Guernsey","psychostimulant",1.54874557840605,0.9832
2014,"Hamilton","psychostimulant",1.3762083150093,0.991533333333333
2014,"Hancock","psychostimulant",1.2832089469696,0.961066666666667
2014,"Hardin","psychostimulant",1.21292067207751,0.950933333333333
2014,"Harrison","psychostimulant",1.38570208111553,0.971866666666667
2014,"Henry","psychostimulant",1.18401683967842,0.9436
2014,"Highland","psychostimulant",1.41325198687115,0.967666666666667
2014,"Hocking","psychostimulant",1.30663027955593,0.964
2014,"Holmes","psychostimulant",1.13242116826365,0.941866666666667
2014,"Huron","psychostimulant",1.31425459751541,0.9646
2014,"Jackson","psychostimulant",1.22798058940037,0.952866666666667
2014,"Jefferson","psychostimulant",1.21387286337965,0.953066666666667
2014,"Knox","psychostimulant",1.32879194199034,0.957
2014,"Lake","psychostimulant",1.2845369175963,0.969866666666667
2014,"Lawrence","psychostimulant",1.31728136370035,0.967
2014,"Licking","psychostimulant",1.35879812760836,0.972533333333333
2014,"Logan","psychostimulant",1.21737736872514,0.9464
2014,"Lorain","psychostimulant",1.3117314984278,0.972466666666667
2014,"Lucas","psychostimulant",0.961621827404935,0.908066666666667
2014,"Madison","psychostimulant",1.37387685143769,0.975866666666667
2014,"Mahoning","psychostimulant",1.36250400936409,0.977933333333333
2014,"Marion","psychostimulant",1.19613413405413,0.942733333333333
2014,"Medina","psychostimulant",1.16250430165885,0.949466666666667
2014,"Meigs","psychostimulant",1.26748868943446,0.9598
2014,"Mercer","psychostimulant",1.16237714808722,0.939133333333333
2014,"Miami","psychostimulant",1.14379342526914,0.944466666666667
2014,"Monroe","psychostimulant",1.21209705938326,0.949266666666667
2014,"Montgomery","psychostimulant",1.38010437324728,0.987533333333333
2014,"Morgan","psychostimulant",1.22205940655546,0.952533333333333
2014,"Morrow","psychostimulant",1.3489514757884,0.968066666666667
2014,"Muskingum","psychostimulant",1.06441036032224,0.9244
2014,"Noble","psychostimulant",1.44708651804918,0.9772
2014,"Ottawa","psychostimulant",1.12761904251874,0.924
2014,"Paulding","psychostimulant",1.37623287743227,0.9694
2014,"Perry","psychostimulant",1.34486712296134,0.969066666666667
2014,"Pickaway","psychostimulant",1.20563245663871,0.953066666666667
2014,"Pike","psychostimulant",1.42459079201846,0.9756
2014,"Portage","psychostimulant",1.23869786349154,0.964133333333333
2014,"Preble","psychostimulant",1.27118417103324,0.961933333333333
2014,"Putnam","psychostimulant",1.11976000533559,0.933733333333333
2014,"Richland","psychostimulant",1.12195296276827,0.942266666666667
2014,"Ross","psychostimulant",1.26267989355927,0.962933333333333
2014,"Sandusky","psychostimulant",1.39739400754676,0.971333333333333
2014,"Scioto","psychostimulant",1.26607617785332,0.9632
2014,"Seneca","psychostimulant",1.06556845493489,0.920266666666667
2014,"Shelby","psychostimulant",1.25504013521901,0.958466666666667
2014,"Stark","psychostimulant",1.3969745536826,0.982133333333333
2014,"Summit","psychostimulant",1.315402707558,0.984666666666667
2014,"Trumbull","psychostimulant",1.19511056696163,0.955333333333333
2014,"Tuscarawas","psychostimulant",1.05898800876479,0.921933333333333
2014,"Union","psychostimulant",1.21864277586297,0.952866666666667
2014,"Van Wert","psychostimulant",1.27760754791487,0.961
2014,"Vinton","psychostimulant",1.36264140880714,0.9708
2014,"Warren","psychostimulant",1.07055343371268,0.939466666666667
2014,"Washington","psychostimulant",1.25441029483506,0.9602
2014,"Wayne","psychostimulant",1.32655396901714,0.961
2014,"Williams","psychostimulant",1.28469893317032,0.9584
2014,"Wood","psychostimulant",1.1852735850492,0.9456
