"year","county","log_smr_median","race","substance"
2015,"Ottawa",0.800476191846313,"White","cocaine"
2015,"Paulding",-0.520704729372453,"White","cocaine"
2015,"Perry",-1.23323866924586,"White","cocaine"
2015,"Pickaway",0.300137171549464,"White","cocaine"
2015,"Pike",0.0996314576252058,"White","cocaine"
2015,"Portage",1.12380438426194,"White","cocaine"
2015,"Preble",1.08245717709429,"White","cocaine"
2015,"Putnam",0.456494008280925,"White","cocaine"
2015,"Richland",1.67879906606246,"White","cocaine"
2015,"Ross",1.69783199037839,"White","cocaine"
2015,"Sandusky",1.07759455244507,"White","cocaine"
2015,"Scioto",-0.345078792817754,"White","cocaine"
2015,"Seneca",-0.297809663428043,"White","cocaine"
2015,"Shelby",0.268721387197899,"White","cocaine"
2015,"Stark",0.673426900238632,"White","cocaine"
2015,"Summit",0.43359667590845,"White","cocaine"
2015,"Trumbull",1.83931877883837,"White","cocaine"
2015,"Tuscarawas",0.119470086299204,"White","cocaine"
2015,"Union",-0.293483022259581,"White","cocaine"
2015,"Van Wert",0.394310698058609,"White","cocaine"
2015,"Vinton",-0.252165021027071,"White","cocaine"
