"year","county","substance","u_median","prob_positive"
2015,"Brown","cocaine",0.00407955526286763,0.503933333333333
2015,"Butler","cocaine",1.06769194663048,0.998466666666667
2015,"Carroll","cocaine",-0.0043257890004161,0.496666666666667
2015,"Champaign","cocaine",0.759844930974557,0.976
2015,"Clark","cocaine",1.28470861797786,0.999733333333333
2015,"Clermont","cocaine",0.492494551747993,0.887933333333333
2015,"Clinton","cocaine",-0.00664881545030372,0.493533333333333
2015,"Columbiana","cocaine",0.39231755124183,0.832066666666667
2015,"Coshocton","cocaine",-0.475935452455509,0.122866666666667
2015,"Crawford","cocaine",0.29404260564308,0.772133333333333
2015,"Cuyahoga","cocaine",0.410513268893196,0.873133333333333
2015,"Darke","cocaine",0.746969030844846,0.971333333333333
2015,"Defiance","cocaine",-0.315505163354904,0.262933333333333
2015,"Delaware","cocaine",-0.297627765078103,0.199733333333333
2015,"Erie","cocaine",0.283621991902797,0.745266666666667
2015,"Fairfield","cocaine",-1.04573908284608,0.00373333333333333
2015,"Fayette","cocaine",0.352516208961723,0.816066666666667
2015,"Franklin","cocaine",0.236794790885046,0.7506
2015,"Fulton","cocaine",-0.04006937197984,0.468333333333333
2015,"Gallia","cocaine",-0.227907890494247,0.322333333333333
2015,"Geauga","cocaine",0.0196066063925147,0.518
2015,"Greene","cocaine",0.295384217773505,0.804
2015,"Guernsey","cocaine",-0.436822693884053,0.149133333333333
2015,"Hamilton","cocaine",0.889259982983059,0.9878
2015,"Hancock","cocaine",0.0564548218109475,0.563266666666667
2015,"Hardin","cocaine",-0.0384717813773426,0.463
2015,"Harrison","cocaine",-0.218727156251749,0.3196
2015,"Henry","cocaine",0.0306007520218667,0.529133333333333
2015,"Highland","cocaine",-0.278712758079608,0.252266666666667
2015,"Hocking","cocaine",-0.674883249650521,0.0594666666666667
2015,"Holmes","cocaine",-0.794556610459899,0.0381333333333333
2015,"Huron","cocaine",0.186395396883881,0.692533333333333
2015,"Jackson","cocaine",-0.288348265574299,0.251266666666667
2015,"Jefferson","cocaine",0.617058331141985,0.924066666666667
2015,"Knox","cocaine",-0.181403326731139,0.3126
2015,"Lake","cocaine",0.206870558214782,0.689733333333333
2015,"Lawrence","cocaine",-0.178081208796945,0.355066666666667
2015,"Licking","cocaine",-0.911983831527433,0.0068
2015,"Logan","cocaine",0.407866541769379,0.843666666666667
2015,"Lorain","cocaine",0.64794498960186,0.9614
2015,"Lucas","cocaine",0.568698229797938,0.9404
2015,"Madison","cocaine",0.310200281072306,0.809133333333333
