DeathRaceRaceDesc,DeathCountyCountyName,DeathYearYear,Deaths,Population,SORT
Other,Licking,2020,0,0,7540
Unknown,Licking,2020,0,0,7542
White,Logan,2010,1,44131,7560
Black,Logan,2010,0,1168,7562
American Indian or Alaskan Native,Logan,2010,0,149,7564
Asian or Pacific Islander,Logan,2010,0,295,7566
Other,Logan,2010,0,0,7568
Unknown,Logan,2010,0,0,7570
White,Logan,2011,0,44035,7574
Black,Logan,2011,0,1144,7576
American Indian or Alaskan Native,Logan,2011,0,134,7578
Asian or Pacific Islander,Logan,2011,0,312,7580
Other,Logan,2011,0,0,7582
Unknown,Logan,2011,0,0,7584
White,Logan,2012,0,43791,7588
Black,Logan,2012,0,1164,7590
American Indian or Alaskan Native,Logan,2012,0,136,7592
Asian or Pacific Islander,Logan,2012,0,321,7594
Other,Logan,2012,0,0,7596
Unknown,Logan,2012,0,0,7598
White,Logan,2013,1,43647,7602
Black,Logan,2013,0,1242,7604
American Indian or Alaskan Native,Logan,2013,0,155,7606
Asian or Pacific Islander,Logan,2013,0,355,7608
Other,Logan,2013,0,0,7610
Unknown,Logan,2013,0,0,7612
White,Logan,2014,1,43666,7616
Black,Logan,2014,0,1271,7618
American Indian or Alaskan Native,Logan,2014,0,157,7620
Asian or Pacific Islander,Logan,2014,0,383,7622
Other,Logan,2014,0,0,7624
Unknown,Logan,2014,0,0,7626
White,Logan,2015,2,43454,7630
Black,Logan,2015,0,1256,7632
American Indian or Alaskan Native,Logan,2015,0,173,7634
Asian or Pacific Islander,Logan,2015,0,372,7636
Other,Logan,2015,0,0,7638
Unknown,Logan,2015,0,0,7640
White,Logan,2016,6,43311,7644
Black,Logan,2016,0,1279,7646
American Indian or Alaskan Native,Logan,2016,0,181,7648
Asian or Pacific Islander,Logan,2016,0,374,7650
Other,Logan,2016,0,0,7652
Unknown,Logan,2016,0,0,7654
White,Logan,2017,4,43334,7658
Black,Logan,2017,1,1321,7660
American Indian or Alaskan Native,Logan,2017,0,174,7662
Asian or Pacific Islander,Logan,2017,0,388,7664
Other,Logan,2017,0,0,7666
Unknown,Logan,2017,0,0,7668
White,Logan,2018,3,43382,7672
Black,Logan,2018,0,1326,7674
American Indian or Alaskan Native,Logan,2018,0,175,7676
Asian or Pacific Islander,Logan,2018,0,408,7678
Other,Logan,2018,0,0,7680
Unknown,Logan,2018,0,0,7682
White,Logan,2019,2,43651,7686
Black,Logan,2019,0,1358,7688
American Indian or Alaskan Native,Logan,2019,0,168,7690
Asian or Pacific Islander,Logan,2019,0,417,7692
Other,Logan,2019,0,0,7694
Unknown,Logan,2019,0,0,7696
White,Logan,2020,2,43298,7700
Black,Logan,2020,0,1387,7702
American Indian or Alaskan Native,Logan,2020,0,176,7704
Asian or Pacific Islander,Logan,2020,0,465,7706
Other,Logan,2020,0,0,7708
Unknown,Logan,2020,0,0,7710
White,Lorain,2010,2,266525,7728
Black,Lorain,2010,1,29815,7730
American Indian or Alaskan Native,Lorain,2010,0,1480,7732
Asian or Pacific Islander,Lorain,2010,0,3659,7734
Other,Lorain,2010,0,0,7736
Unknown,Lorain,2010,0,0,7738
White,Lorain,2011,3,266755,7742
Black,Lorain,2011,0,29806,7744
American Indian or Alaskan Native,Lorain,2011,0,1476,7746
Asian or Pacific Islander,Lorain,2011,0,3862,7748
Other,Lorain,2011,0,0,7750
Unknown,Lorain,2011,0,0,7752
White,Lorain,2012,6,266482,7756
Black,Lorain,2012,1,29789,7758
American Indian or Alaskan Native,Lorain,2012,0,1470,7760
Asian or Pacific Islander,Lorain,2012,0,4016,7762
Other,Lorain,2012,0,0,7764
Unknown,Lorain,2012,0,0,7766
White,Lorain,2013,11,267358,7770
Black,Lorain,2013,3,30085,7772
American Indian or Alaskan Native,Lorain,2013,0,1488,7774
Asian or Pacific Islander,Lorain,2013,0,4228,7776
Other,Lorain,2013,0,0,7778
Unknown,Lorain,2013,0,0,7780
White,Lorain,2014,12,268246,7784
Black,Lorain,2014,2,30315,7786
American Indian or Alaskan Native,Lorain,2014,0,1547,7788
Asian or Pacific Islander,Lorain,2014,0,4443,7790
Other,Lorain,2014,0,0,7792
Unknown,Lorain,2014,0,0,7794
White,Lorain,2015,16,268612,7798
Black,Lorain,2015,1,30759,7800
American Indian or Alaskan Native,Lorain,2015,0,1569,7802
Asian or Pacific Islander,Lorain,2015,0,4593,7804
Other,Lorain,2015,0,0,7806
Unknown,Lorain,2015,0,0,7808
White,Lorain,2016,50,269145,7812
Black,Lorain,2016,7,31168,7814
American Indian or Alaskan Native,Lorain,2016,0,1586,7816
Asian or Pacific Islander,Lorain,2016,1,4777,7818
Other,Lorain,2016,0,0,7820
Unknown,Lorain,2016,1,0,7822
White,Lorain,2017,47,269600,7826
Black,Lorain,2017,12,31411,7828
American Indian or Alaskan Native,Lorain,2017,0,1575,7830
Asian or Pacific Islander,Lorain,2017,0,4912,7832
Other,Lorain,2017,0,0,7834
Unknown,Lorain,2017,3,0,7836
White,Lorain,2018,40,270831,7840
Black,Lorain,2018,7,31783,7842
American Indian or Alaskan Native,Lorain,2018,0,1570,7844
Asian or Pacific Islander,Lorain,2018,0,5038,7846
Other,Lorain,2018,0,0,7848
Unknown,Lorain,2018,0,0,7850
White,Lorain,2019,41,271348,7854
Black,Lorain,2019,5,31911,7856
American Indian or Alaskan Native,Lorain,2019,0,1636,7858
Asian or Pacific Islander,Lorain,2019,0,5205,7860
Other,Lorain,2019,0,0,7862
Unknown,Lorain,2019,1,0,7864
White,Lorain,2020,35,272962,7868
Black,Lorain,2020,4,32139,7870
American Indian or Alaskan Native,Lorain,2020,0,1665,7872
Asian or Pacific Islander,Lorain,2020,0,5406,7874
Other,Lorain,2020,0,0,7876
Unknown,Lorain,2020,0,0,7878
White,Lucas,2010,5,340456,7896
Black,Lucas,2010,0,90817,7898
American Indian or Alaskan Native,Lucas,2010,0,2298,7900
Asian or Pacific Islander,Lucas,2010,0,7876,7902
Other,Lucas,2010,0,0,7904
Unknown,Lucas,2010,0,0,7906
White,Lucas,2011,4,338086,7910
Black,Lucas,2011,0,91003,7912
American Indian or Alaskan Native,Lucas,2011,0,2313,7914
Asian or Pacific Islander,Lucas,2011,0,8007,7916
Other,Lucas,2011,0,0,7918
Unknown,Lucas,2011,0,0,7920
White,Lucas,2012,15,335499,7924
Black,Lucas,2012,5,90988,7926
American Indian or Alaskan Native,Lucas,2012,0,2269,7928
Asian or Pacific Islander,Lucas,2012,0,8090,7930
Other,Lucas,2012,0,0,7932
Unknown,Lucas,2012,0,0,7934
White,Lucas,2013,15,334132,7938
Black,Lucas,2013,4,91416,7940
American Indian or Alaskan Native,Lucas,2013,0,2309,7942
Asian or Pacific Islander,Lucas,2013,0,8412,7944
Other,Lucas,2013,0,0,7946
Unknown,Lucas,2013,0,0,7948
White,Lucas,2014,24,332104,7952
Black,Lucas,2014,9,91790,7954
American Indian or Alaskan Native,Lucas,2014,0,2302,7956
Asian or Pacific Islander,Lucas,2014,0,8540,7958
Other,Lucas,2014,0,0,7960
Unknown,Lucas,2014,0,0,7962
White,Lucas,2015,17,330384,7966
Black,Lucas,2015,8,92541,7968
American Indian or Alaskan Native,Lucas,2015,0,2309,7970
Asian or Pacific Islander,Lucas,2015,0,8592,7972
Other,Lucas,2015,0,0,7974
Unknown,Lucas,2015,0,0,7976
White,Lucas,2016,25,328859,7980
Black,Lucas,2016,6,93309,7982
American Indian or Alaskan Native,Lucas,2016,0,2348,7984
Asian or Pacific Islander,Lucas,2016,0,8597,7986
Other,Lucas,2016,0,0,7988
Unknown,Lucas,2016,0,0,7990
White,Lucas,2017,37,326760,7994
Black,Lucas,2017,16,93556,7996
American Indian or Alaskan Native,Lucas,2017,0,2354,7998
Asian or Pacific Islander,Lucas,2017,1,8642,8000
Other,Lucas,2017,0,0,8002
Unknown,Lucas,2017,0,0,8004
White,Lucas,2018,26,324598,8008
Black,Lucas,2018,3,94371,8010
American Indian or Alaskan Native,Lucas,2018,0,2377,8012
Asian or Pacific Islander,Lucas,2018,0,8644,8014
Other,Lucas,2018,0,0,8016
Unknown,Lucas,2018,0,0,8018
White,Lucas,2019,34,323272,8022
Black,Lucas,2019,17,94542,8024
American Indian or Alaskan Native,Lucas,2019,0,2391,8026
Asian or Pacific Islander,Lucas,2019,0,8683,8028
Other,Lucas,2019,0,0,8030
Unknown,Lucas,2019,0,0,8032
White,Lucas,2020,48,322077,8036
Black,Lucas,2020,17,95090,8038
American Indian or Alaskan Native,Lucas,2020,0,2433,8040
Asian or Pacific Islander,Lucas,2020,0,8694,8042
Other,Lucas,2020,0,0,8044
Unknown,Lucas,2020,0,0,8046
White,Madison,2010,0,39929,8064
Black,Madison,2010,0,3089,8066
American Indian or Alaskan Native,Madison,2010,0,119,8068
Asian or Pacific Islander,Madison,2010,0,297,8070
Other,Madison,2010,0,0,8072
Unknown,Madison,2010,0,0,8074
White,Madison,2011,1,39671,8078
Black,Madison,2011,0,2993,8080
American Indian or Alaskan Native,Madison,2011,0,113,8082
Asian or Pacific Islander,Madison,2011,0,343,8084
Other,Madison,2011,0,0,8086
Unknown,Madison,2011,0,0,8088
White,Madison,2012,0,39492,8092
Black,Madison,2012,1,2998,8094
American Indian or Alaskan Native,Madison,2012,0,118,8096
Asian or Pacific Islander,Madison,2012,0,388,8098
Other,Madison,2012,0,0,8100
Unknown,Madison,2012,0,0,8102
White,Madison,2013,0,39749,8106
Black,Madison,2013,0,2955,8108
American Indian or Alaskan Native,Madison,2013,0,121,8110
Asian or Pacific Islander,Madison,2013,0,438,8112
Other,Madison,2013,0,0,8114
Unknown,Madison,2013,0,0,8116
White,Madison,2014,2,40195,8120
Black,Madison,2014,0,3138,8122
American Indian or Alaskan Native,Madison,2014,0,140,8124
Asian or Pacific Islander,Madison,2014,0,515,8126
Other,Madison,2014,0,0,8128
Unknown,Madison,2014,0,0,8130
White,Madison,2015,2,40269,8134
Black,Madison,2015,0,3168,8136
American Indian or Alaskan Native,Madison,2015,0,139,8138
Asian or Pacific Islander,Madison,2015,0,573,8140
Other,Madison,2015,0,0,8142
Unknown,Madison,2015,0,0,8144
White,Madison,2016,3,39726,8148
Black,Madison,2016,1,2889,8150
American Indian or Alaskan Native,Madison,2016,0,148,8152
Asian or Pacific Islander,Madison,2016,0,637,8154
Other,Madison,2016,0,0,8156
Unknown,Madison,2016,0,0,8158
White,Madison,2017,6,40121,8162
Black,Madison,2017,0,3147,8164
American Indian or Alaskan Native,Madison,2017,0,156,8166
Asian or Pacific Islander,Madison,2017,0,653,8168
Other,Madison,2017,0,0,8170
Unknown,Madison,2017,0,0,8172
White,Madison,2018,2,40468,8176
Black,Madison,2018,0,3084,8178
American Indian or Alaskan Native,Madison,2018,0,156,8180
Asian or Pacific Islander,Madison,2018,0,685,8182
Other,Madison,2018,0,0,8184
Unknown,Madison,2018,0,0,8186
White,Madison,2019,4,40786,8190
Black,Madison,2019,0,3178,8192
American Indian or Alaskan Native,Madison,2019,0,170,8194
Asian or Pacific Islander,Madison,2019,0,678,8196
Other,Madison,2019,0,0,8198
Unknown,Madison,2019,0,0,8200
White,Madison,2020,0,40648,8204
Black,Madison,2020,0,3020,8206
American Indian or Alaskan Native,Madison,2020,0,167,8208
Asian or Pacific Islander,Madison,2020,0,724,8210
Other,Madison,2020,0,0,8212
Unknown,Madison,2020,0,0,8214
White,Mahoning,2010,9,195398,8232
Black,Mahoning,2010,2,40055,8234
American Indian or Alaskan Native,Mahoning,2010,0,795,8236
Asian or Pacific Islander,Mahoning,2010,0,2067,8238
Other,Mahoning,2010,0,0,8240
Unknown,Mahoning,2010,0,0,8242
White,Mahoning,2011,7,194216,8246
Black,Mahoning,2011,3,40094,8248
American Indian or Alaskan Native,Mahoning,2011,0,820,8250
Asian or Pacific Islander,Mahoning,2011,0,2174,8252
Other,Mahoning,2011,0,0,8254
Unknown,Mahoning,2011,2,0,8256
White,Mahoning,2012,9,192863,8260
Black,Mahoning,2012,1,39737,8262
American Indian or Alaskan Native,Mahoning,2012,0,821,8264
Asian or Pacific Islander,Mahoning,2012,0,2268,8266
Other,Mahoning,2012,0,0,8268
Unknown,Mahoning,2012,1,0,8270
White,Mahoning,2013,13,191684,8274
Black,Mahoning,2013,4,39568,8276
American Indian or Alaskan Native,Mahoning,2013,0,829,8278
Asian or Pacific Islander,Mahoning,2013,0,2350,8280
Other,Mahoning,2013,0,0,8282
Unknown,Mahoning,2013,0,0,8284
White,Mahoning,2014,8,190708,8288
Black,Mahoning,2014,2,39558,8290
American Indian or Alaskan Native,Mahoning,2014,0,813,8292
Asian or Pacific Islander,Mahoning,2014,0,2393,8294
Other,Mahoning,2014,0,0,8296
Unknown,Mahoning,2014,0,0,8298
White,Mahoning,2015,11,189308,8302
Black,Mahoning,2015,4,39364,8304
American Indian or Alaskan Native,Mahoning,2015,0,860,8306
Asian or Pacific Islander,Mahoning,2015,0,2456,8308
Other,Mahoning,2015,0,0,8310
Unknown,Mahoning,2015,0,0,8312
White,Mahoning,2016,22,187826,8316
Black,Mahoning,2016,7,39096,8318
American Indian or Alaskan Native,Mahoning,2016,0,863,8320
Asian or Pacific Islander,Mahoning,2016,0,2478,8322
Other,Mahoning,2016,0,0,8324
Unknown,Mahoning,2016,0,0,8326
White,Mahoning,2017,47,186993,8330
Black,Mahoning,2017,6,39126,8332
American Indian or Alaskan Native,Mahoning,2017,0,877,8334
Asian or Pacific Islander,Mahoning,2017,0,2442,8336
Other,Mahoning,2017,0,0,8338
Unknown,Mahoning,2017,1,0,8340
White,Mahoning,2018,38,186140,8344
Black,Mahoning,2018,14,39431,8346
American Indian or Alaskan Native,Mahoning,2018,0,889,8348
Asian or Pacific Islander,Mahoning,2018,0,2515,8350
Other,Mahoning,2018,0,0,8352
Unknown,Mahoning,2018,0,0,8354
White,Mahoning,2019,38,184853,8358
Black,Mahoning,2019,15,39202,8360
American Indian or Alaskan Native,Mahoning,2019,0,912,8362
Asian or Pacific Islander,Mahoning,2019,0,2543,8364
Other,Mahoning,2019,0,0,8366
Unknown,Mahoning,2019,1,0,8368
White,Mahoning,2020,35,183571,8372
Black,Mahoning,2020,15,38970,8374
American Indian or Alaskan Native,Mahoning,2020,0,965,8376
Asian or Pacific Islander,Mahoning,2020,0,2569,8378
Other,Mahoning,2020,0,0,8380
Unknown,Mahoning,2020,0,0,8382
White,Marion,2010,1,61507,8400
Black,Marion,2010,0,4349,8402
American Indian or Alaskan Native,Marion,2010,0,196,8404
Asian or Pacific Islander,Marion,2010,0,407,8406
Other,Marion,2010,0,0,8408
Unknown,Marion,2010,0,0,8410
White,Marion,2011,2,61474,8414
Black,Marion,2011,0,4507,8416
American Indian or Alaskan Native,Marion,2011,0,202,8418
Asian or Pacific Islander,Marion,2011,0,431,8420
Other,Marion,2011,0,0,8422
Unknown,Marion,2011,0,0,8424
White,Marion,2012,5,61090,8428
Black,Marion,2012,0,4585,8430
American Indian or Alaskan Native,Marion,2012,0,204,8432
Asian or Pacific Islander,Marion,2012,0,422,8434
Other,Marion,2012,0,0,8436
Unknown,Marion,2012,0,0,8438
White,Marion,2013,2,60708,8442
Black,Marion,2013,1,4624,8444
American Indian or Alaskan Native,Marion,2013,0,195,8446
Asian or Pacific Islander,Marion,2013,0,469,8448
Other,Marion,2013,0,0,8450
Unknown,Marion,2013,0,0,8452
White,Marion,2014,8,60436,8456
Black,Marion,2014,0,4727,8458
American Indian or Alaskan Native,Marion,2014,0,215,8460
Asian or Pacific Islander,Marion,2014,0,444,8462
Other,Marion,2014,0,0,8464
Unknown,Marion,2014,0,0,8466
White,Marion,2015,3,59989,8470
Black,Marion,2015,0,4792,8472
American Indian or Alaskan Native,Marion,2015,0,227,8474
Asian or Pacific Islander,Marion,2015,0,462,8476
Other,Marion,2015,0,0,8478
Unknown,Marion,2015,1,0,8480
White,Marion,2016,9,59849,8484
Black,Marion,2016,0,4933,8486
American Indian or Alaskan Native,Marion,2016,0,220,8488
Asian or Pacific Islander,Marion,2016,0,479,8490
Other,Marion,2016,0,0,8492
Unknown,Marion,2016,0,0,8494
White,Marion,2017,5,59530,8498
Black,Marion,2017,2,4905,8500
American Indian or Alaskan Native,Marion,2017,0,222,8502
Asian or Pacific Islander,Marion,2017,0,456,8504
Other,Marion,2017,0,0,8506
Unknown,Marion,2017,0,0,8508
White,Marion,2018,4,59782,8512
Black,Marion,2018,0,4919,8514
American Indian or Alaskan Native,Marion,2018,0,253,8516
Asian or Pacific Islander,Marion,2018,0,472,8518
Other,Marion,2018,0,0,8520
Unknown,Marion,2018,0,0,8522
White,Marion,2019,4,59434,8526
Black,Marion,2019,2,4899,8528
American Indian or Alaskan Native,Marion,2019,0,260,8530
Asian or Pacific Islander,Marion,2019,0,464,8532
Other,Marion,2019,0,0,8534
Unknown,Marion,2019,0,0,8536
White,Marion,2020,6,59240,8540
Black,Marion,2020,1,4827,8542
American Indian or Alaskan Native,Marion,2020,0,281,8544
Asian or Pacific Islander,Marion,2020,0,472,8546
Other,Marion,2020,0,0,8548
Unknown,Marion,2020,0,0,8550
White,Medina,2010,0,167693,8568
Black,Medina,2010,0,2526,8570
American Indian or Alaskan Native,Medina,2010,0,330,8572
Asian or Pacific Islander,Medina,2010,0,1954,8574
Other,Medina,2010,0,0,8576
Unknown,Medina,2010,0,0,8578
White,Medina,2011,3,168524,8582
Black,Medina,2011,0,2624,8584
American Indian or Alaskan Native,Medina,2011,0,340,8586
Asian or Pacific Islander,Medina,2011,0,2026,8588
Other,Medina,2011,0,0,8590
Unknown,Medina,2011,0,0,8592
White,Medina,2012,2,168447,8596
Black,Medina,2012,0,2727,8598
American Indian or Alaskan Native,Medina,2012,0,354,8600
Asian or Pacific Islander,Medina,2012,0,2120,8602
Other,Medina,2012,0,0,8604
Unknown,Medina,2012,0,0,8606
White,Medina,2013,1,169241,8610
Black,Medina,2013,0,2844,8612
American Indian or Alaskan Native,Medina,2013,0,364,8614
Asian or Pacific Islander,Medina,2013,0,2223,8616
Other,Medina,2013,0,0,8618
Unknown,Medina,2013,0,0,8620
White,Medina,2014,4,170254,8624
Black,Medina,2014,0,2947,8626
American Indian or Alaskan Native,Medina,2014,0,365,8628
Asian or Pacific Islander,Medina,2014,0,2332,8630
Other,Medina,2014,0,0,8632
Unknown,Medina,2014,0,0,8634
White,Medina,2015,3,170424,8638
Black,Medina,2015,1,2996,8640
American Indian or Alaskan Native,Medina,2015,0,373,8642
Asian or Pacific Islander,Medina,2015,0,2392,8644
Other,Medina,2015,0,0,8646
Unknown,Medina,2015,0,0,8648
White,Medina,2016,9,171066,8652
Black,Medina,2016,0,3088,8654
American Indian or Alaskan Native,Medina,2016,0,388,8656
Asian or Pacific Islander,Medina,2016,0,2459,8658
Other,Medina,2016,0,0,8660
Unknown,Medina,2016,0,0,8662
White,Medina,2017,5,172220,8666
Black,Medina,2017,1,3202,8668
American Indian or Alaskan Native,Medina,2017,0,396,8670
Asian or Pacific Islander,Medina,2017,0,2521,8672
Other,Medina,2017,0,0,8674
Unknown,Medina,2017,0,0,8676
White,Medina,2018,9,172913,8680
Black,Medina,2018,0,3279,8682
American Indian or Alaskan Native,Medina,2018,0,426,8684
Asian or Pacific Islander,Medina,2018,0,2587,8686
Other,Medina,2018,0,0,8688
Unknown,Medina,2018,0,0,8690
White,Medina,2019,5,173544,8694
Black,Medina,2019,0,3425,8696
American Indian or Alaskan Native,Medina,2019,0,464,8698
Asian or Pacific Islander,Medina,2019,0,2688,8700
Other,Medina,2019,0,0,8702
Unknown,Medina,2019,0,0,8704
White,Medina,2020,5,174113,8708
Black,Medina,2020,0,3554,8710
American Indian or Alaskan Native,Medina,2020,0,465,8712
Asian or Pacific Islander,Medina,2020,0,2780,8714
Other,Medina,2020,0,0,8716
Unknown,Medina,2020,0,0,8718
White,Meigs,2010,0,23302,8736
Black,Meigs,2010,0,301,8738
American Indian or Alaskan Native,Meigs,2010,0,66,8740
Asian or Pacific Islander,Meigs,2010,0,63,8742
Other,Meigs,2010,0,0,8744
Unknown,Meigs,2010,0,0,8746
White,Meigs,2011,0,23231,8750
Black,Meigs,2011,0,292,8752
American Indian or Alaskan Native,Meigs,2011,0,61,8754
Asian or Pacific Islander,Meigs,2011,0,66,8756
Other,Meigs,2011,0,0,8758
Unknown,Meigs,2011,0,0,8760
White,Meigs,2012,0,23152,8764
Black,Meigs,2012,0,293,8766
American Indian or Alaskan Native,Meigs,2012,0,67,8768
Asian or Pacific Islander,Meigs,2012,0,63,8770
Other,Meigs,2012,0,0,8772
Unknown,Meigs,2012,0,0,8774
White,Meigs,2013,0,23011,8778
Black,Meigs,2013,0,306,8780
American Indian or Alaskan Native,Meigs,2013,0,67,8782
Asian or Pacific Islander,Meigs,2013,0,64,8784
Other,Meigs,2013,0,0,8786
Unknown,Meigs,2013,0,0,8788
White,Meigs,2014,0,22862,8792
Black,Meigs,2014,0,294,8794
American Indian or Alaskan Native,Meigs,2014,0,64,8796
Asian or Pacific Islander,Meigs,2014,0,65,8798
Other,Meigs,2014,0,0,8800
Unknown,Meigs,2014,0,0,8802
White,Meigs,2015,0,22760,8806
Black,Meigs,2015,0,299,8808
American Indian or Alaskan Native,Meigs,2015,0,70,8810
Asian or Pacific Islander,Meigs,2015,0,63,8812
Other,Meigs,2015,0,0,8814
Unknown,Meigs,2015,0,0,8816
White,Meigs,2016,4,22742,8820
Black,Meigs,2016,0,305,8822
American Indian or Alaskan Native,Meigs,2016,0,72,8824
Asian or Pacific Islander,Meigs,2016,0,70,8826
Other,Meigs,2016,0,0,8828
Unknown,Meigs,2016,0,0,8830
White,Meigs,2017,1,22622,8834
Black,Meigs,2017,0,323,8836
American Indian or Alaskan Native,Meigs,2017,0,74,8838
Asian or Pacific Islander,Meigs,2017,0,64,8840
Other,Meigs,2017,0,0,8842
Unknown,Meigs,2017,0,0,8844
White,Meigs,2018,1,22584,8848
Black,Meigs,2018,0,324,8850
American Indian or Alaskan Native,Meigs,2018,0,76,8852
Asian or Pacific Islander,Meigs,2018,0,66,8854
Other,Meigs,2018,0,0,8856
Unknown,Meigs,2018,0,0,8858
White,Meigs,2019,1,22375,8862
Black,Meigs,2019,0,351,8864
American Indian or Alaskan Native,Meigs,2019,0,82,8866
Asian or Pacific Islander,Meigs,2019,0,60,8868
Other,Meigs,2019,0,0,8870
Unknown,Meigs,2019,0,0,8872
White,Meigs,2020,0,22222,8876
Black,Meigs,2020,0,304,8878
American Indian or Alaskan Native,Meigs,2020,0,81,8880
Asian or Pacific Islander,Meigs,2020,0,71,8882
Other,Meigs,2020,0,0,8884
Unknown,Meigs,2020,0,0,8886
White,Mercer,2010,0,40152,8904
Black,Mercer,2010,0,254,8906
American Indian or Alaskan Native,Mercer,2010,0,114,8908
Asian or Pacific Islander,Mercer,2010,0,271,8910
Other,Mercer,2010,0,0,8912
Unknown,Mercer,2010,0,0,8914
White,Mercer,2011,0,40076,8918
Black,Mercer,2011,0,247,8920
American Indian or Alaskan Native,Mercer,2011,0,114,8922
Asian or Pacific Islander,Mercer,2011,0,283,8924
Other,Mercer,2011,0,0,8926
Unknown,Mercer,2011,0,0,8928
White,Mercer,2012,0,40007,8932
Black,Mercer,2012,0,276,8934
American Indian or Alaskan Native,Mercer,2012,0,116,8936
Asian or Pacific Islander,Mercer,2012,0,311,8938
Other,Mercer,2012,0,0,8940
Unknown,Mercer,2012,0,0,8942
White,Mercer,2013,0,39896,8946
Black,Mercer,2013,0,289,8948
American Indian or Alaskan Native,Mercer,2013,0,119,8950
Asian or Pacific Islander,Mercer,2013,0,319,8952
Other,Mercer,2013,0,0,8954
Unknown,Mercer,2013,0,0,8956
White,Mercer,2014,1,39971,8960
Black,Mercer,2014,0,307,8962
American Indian or Alaskan Native,Mercer,2014,0,128,8964
Asian or Pacific Islander,Mercer,2014,0,333,8966
Other,Mercer,2014,0,0,8968
Unknown,Mercer,2014,0,0,8970
White,Mercer,2015,0,39929,8974
Black,Mercer,2015,0,325,8976
American Indian or Alaskan Native,Mercer,2015,0,122,8978
Asian or Pacific Islander,Mercer,2015,0,359,8980
Other,Mercer,2015,0,0,8982
Unknown,Mercer,2015,0,0,8984
White,Mercer,2016,1,39929,8988
Black,Mercer,2016,0,330,8990
American Indian or Alaskan Native,Mercer,2016,0,136,8992
Asian or Pacific Islander,Mercer,2016,0,373,8994
Other,Mercer,2016,0,0,8996
Unknown,Mercer,2016,0,0,8998
White,Mercer,2017,1,39938,9002
Black,Mercer,2017,0,364,9004
American Indian or Alaskan Native,Mercer,2017,0,148,9006
Asian or Pacific Islander,Mercer,2017,0,439,9008
Other,Mercer,2017,0,0,9010
Unknown,Mercer,2017,0,0,9012
White,Mercer,2018,0,39896,9016
Black,Mercer,2018,0,392,9018
American Indian or Alaskan Native,Mercer,2018,0,147,9020
Asian or Pacific Islander,Mercer,2018,0,551,9022
Other,Mercer,2018,0,0,9024
Unknown,Mercer,2018,0,0,9026
White,Mercer,2019,0,40025,9030
Black,Mercer,2019,0,410,9032
American Indian or Alaskan Native,Mercer,2019,0,164,9034
Asian or Pacific Islander,Mercer,2019,0,656,9036
Other,Mercer,2019,0,0,9038
Unknown,Mercer,2019,0,0,9040
White,Mercer,2020,0,40045,9044
Black,Mercer,2020,0,402,9046
American Indian or Alaskan Native,Mercer,2020,0,160,9048
Asian or Pacific Islander,Mercer,2020,0,667,9050
Other,Mercer,2020,0,0,9052
Unknown,Mercer,2020,0,0,9054
White,Miami,2010,2,98073,9072
Black,Miami,2010,0,2834,9074
American Indian or Alaskan Native,Miami,2010,0,221,9076
Asian or Pacific Islander,Miami,2010,0,1359,9078
Other,Miami,2010,0,0,9080
Unknown,Miami,2010,0,0,9082
White,Miami,2011,0,98243,9086
Black,Miami,2011,0,2869,9088
American Indian or Alaskan Native,Miami,2011,0,231,9090
Asian or Pacific Islander,Miami,2011,0,1399,9092
Other,Miami,2011,0,0,9094
Unknown,Miami,2011,0,0,9096
White,Miami,2012,1,98380,9100
Black,Miami,2012,0,2884,9102
American Indian or Alaskan Native,Miami,2012,0,234,9104
Asian or Pacific Islander,Miami,2012,1,1449,9106
Other,Miami,2012,0,0,9108
Unknown,Miami,2012,0,0,9110
White,Miami,2013,1,98472,9114
Black,Miami,2013,0,2990,9116
American Indian or Alaskan Native,Miami,2013,0,252,9118
Asian or Pacific Islander,Miami,2013,0,1514,9120
Other,Miami,2013,0,0,9122
Unknown,Miami,2013,0,0,9124
White,Miami,2014,4,98960,9128
Black,Miami,2014,0,3045,9130
American Indian or Alaskan Native,Miami,2014,0,261,9132
Asian or Pacific Islander,Miami,2014,0,1610,9134
Other,Miami,2014,0,0,9136
Unknown,Miami,2014,0,0,9138
White,Miami,2015,1,98968,9142
Black,Miami,2015,0,3164,9144
American Indian or Alaskan Native,Miami,2015,0,266,9146
Asian or Pacific Islander,Miami,2015,0,1702,9148
Other,Miami,2015,0,0,9150
Unknown,Miami,2015,0,0,9152
White,Miami,2016,7,99275,9156
Black,Miami,2016,2,3234,9158
American Indian or Alaskan Native,Miami,2016,0,275,9160
Asian or Pacific Islander,Miami,2016,0,1769,9162
Other,Miami,2016,0,0,9164
Unknown,Miami,2016,0,0,9166
White,Miami,2017,11,99686,9170
Black,Miami,2017,1,3359,9172
American Indian or Alaskan Native,Miami,2017,1,266,9174
Asian or Pacific Islander,Miami,2017,0,1904,9176
Other,Miami,2017,0,0,9178
Unknown,Miami,2017,0,0,9180
White,Miami,2018,6,100360,9184
Black,Miami,2018,0,3487,9186
American Indian or Alaskan Native,Miami,2018,0,273,9188
Asian or Pacific Islander,Miami,2018,0,1971,9190
Other,Miami,2018,0,0,9192
Unknown,Miami,2018,0,0,9194
White,Miami,2019,9,101055,9198
Black,Miami,2019,1,3627,9200
American Indian or Alaskan Native,Miami,2019,0,281,9202
