DeathRaceRaceDesc,DeathCountyCountyName,DeathYearYear,Deaths,Population,SORT
Asian or Pacific Islander,Portage,2008,0,2414,13152
Other,Portage,2008,0,0,13154
Unknown,Portage,2008,0,0,13156
White,Portage,2009,0,150814,13160
Black,Portage,2009,0,7541,13162
American Indian or Alaskan Native,Portage,2009,0,382,13164
Asian or Pacific Islander,Portage,2009,0,2489,13166
Other,Portage,2009,0,0,13168
Unknown,Portage,2009,0,0,13170
White,Portage,2010,0,150733,13174
Black,Portage,2010,0,7630,13176
American Indian or Alaskan Native,Portage,2010,0,373,13178
Asian or Pacific Islander,Portage,2010,0,2661,13180
Other,Portage,2010,0,0,13182
Unknown,Portage,2010,0,0,13184
White,Portage,2011,0,150795,13188
Black,Portage,2011,0,7874,13190
American Indian or Alaskan Native,Portage,2011,0,378,13192
Asian or Pacific Islander,Portage,2011,0,2847,13194
Other,Portage,2011,0,0,13196
Unknown,Portage,2011,0,0,13198
White,Portage,2012,0,150110,13202
Black,Portage,2012,0,7933,13204
American Indian or Alaskan Native,Portage,2012,0,383,13206
Asian or Pacific Islander,Portage,2012,0,2992,13208
Other,Portage,2012,0,0,13210
Unknown,Portage,2012,0,0,13212
White,Portage,2013,0,150103,13216
Black,Portage,2013,0,7990,13218
American Indian or Alaskan Native,Portage,2013,0,390,13220
Asian or Pacific Islander,Portage,2013,0,3263,13222
Other,Portage,2013,0,0,13224
Unknown,Portage,2013,0,0,13226
White,Portage,2014,0,150394,13230
Black,Portage,2014,0,8235,13232
American Indian or Alaskan Native,Portage,2014,0,417,13234
Asian or Pacific Islander,Portage,2014,0,3474,13236
Other,Portage,2014,0,0,13238
Unknown,Portage,2014,0,0,13240
White,Portage,2015,0,150321,13244
Black,Portage,2015,0,8276,13246
American Indian or Alaskan Native,Portage,2015,0,412,13248
Asian or Pacific Islander,Portage,2015,0,3658,13250
Other,Portage,2015,0,0,13252
Unknown,Portage,2015,0,0,13254
White,Portage,2016,1,150078,13258
Black,Portage,2016,0,8345,13260
American Indian or Alaskan Native,Portage,2016,0,415,13262
Asian or Pacific Islander,Portage,2016,0,3726,13264
Other,Portage,2016,0,0,13266
Unknown,Portage,2016,0,0,13268
White,Portage,2017,8,149752,13272
Black,Portage,2017,0,8521,13274
American Indian or Alaskan Native,Portage,2017,0,424,13276
Asian or Pacific Islander,Portage,2017,0,3744,13278
Other,Portage,2017,0,0,13280
Unknown,Portage,2017,0,0,13282
White,Portage,2018,4,149497,13286
Black,Portage,2018,0,8733,13288
American Indian or Alaskan Native,Portage,2018,0,413,13290
Asian or Pacific Islander,Portage,2018,0,3724,13292
Other,Portage,2018,0,0,13294
Unknown,Portage,2018,0,0,13296
White,Portage,2019,6,149241,13300
Black,Portage,2019,0,9001,13302
American Indian or Alaskan Native,Portage,2019,0,431,13304
Asian or Pacific Islander,Portage,2019,0,3753,13306
Other,Portage,2019,0,0,13308
Unknown,Portage,2019,0,0,13310
White,Preble,2007,0,42020,13328
Black,Preble,2007,0,267,13330
American Indian or Alaskan Native,Preble,2007,0,105,13332
Asian or Pacific Islander,Preble,2007,0,169,13334
Other,Preble,2007,0,0,13336
Unknown,Preble,2007,0,0,13338
White,Preble,2008,0,42122,13342
Black,Preble,2008,0,278,13344
American Indian or Alaskan Native,Preble,2008,0,109,13346
Asian or Pacific Islander,Preble,2008,0,179,13348
Other,Preble,2008,0,0,13350
Unknown,Preble,2008,0,0,13352
White,Preble,2009,0,41830,13356
Black,Preble,2009,0,300,13358
American Indian or Alaskan Native,Preble,2009,0,114,13360
Asian or Pacific Islander,Preble,2009,0,180,13362
Other,Preble,2009,0,0,13364
Unknown,Preble,2009,0,0,13366
White,Preble,2010,0,41547,13370
Black,Preble,2010,0,313,13372
American Indian or Alaskan Native,Preble,2010,0,116,13374
Asian or Pacific Islander,Preble,2010,0,196,13376
Other,Preble,2010,0,0,13378
Unknown,Preble,2010,0,0,13380
White,Preble,2011,0,41334,13384
Black,Preble,2011,0,329,13386
American Indian or Alaskan Native,Preble,2011,0,115,13388
Asian or Pacific Islander,Preble,2011,0,211,13390
Other,Preble,2011,0,0,13392
Unknown,Preble,2011,0,0,13394
White,Preble,2012,0,41109,13398
Black,Preble,2012,0,345,13400
American Indian or Alaskan Native,Preble,2012,0,121,13402
Asian or Pacific Islander,Preble,2012,0,246,13404
Other,Preble,2012,0,0,13406
Unknown,Preble,2012,0,0,13408
White,Preble,2013,0,40964,13412
Black,Preble,2013,0,347,13414
American Indian or Alaskan Native,Preble,2013,0,122,13416
Asian or Pacific Islander,Preble,2013,0,252,13418
Other,Preble,2013,0,0,13420
Unknown,Preble,2013,0,0,13422
White,Preble,2014,0,40746,13426
Black,Preble,2014,0,377,13428
American Indian or Alaskan Native,Preble,2014,0,129,13430
Asian or Pacific Islander,Preble,2014,0,257,13432
Other,Preble,2014,0,0,13434
Unknown,Preble,2014,0,0,13436
White,Preble,2015,0,40484,13440
Black,Preble,2015,0,415,13442
American Indian or Alaskan Native,Preble,2015,0,136,13444
Asian or Pacific Islander,Preble,2015,0,278,13446
Other,Preble,2015,0,0,13448
Unknown,Preble,2015,0,0,13450
White,Preble,2016,1,40291,13454
Black,Preble,2016,0,431,13456
American Indian or Alaskan Native,Preble,2016,0,146,13458
Asian or Pacific Islander,Preble,2016,0,280,13460
Other,Preble,2016,0,0,13462
Unknown,Preble,2016,0,0,13464
White,Preble,2017,4,40251,13468
Black,Preble,2017,0,450,13470
American Indian or Alaskan Native,Preble,2017,0,149,13472
Asian or Pacific Islander,Preble,2017,0,269,13474
Other,Preble,2017,0,0,13476
Unknown,Preble,2017,0,0,13478
White,Preble,2018,2,40120,13482
Black,Preble,2018,0,471,13484
American Indian or Alaskan Native,Preble,2018,0,160,13486
Asian or Pacific Islander,Preble,2018,0,272,13488
Other,Preble,2018,0,0,13490
Unknown,Preble,2018,0,0,13492
White,Preble,2019,3,39907,13496
Black,Preble,2019,0,497,13498
American Indian or Alaskan Native,Preble,2019,0,162,13500
Asian or Pacific Islander,Preble,2019,0,282,13502
Other,Preble,2019,0,0,13504
Unknown,Preble,2019,0,0,13506
White,Putnam,2007,0,34392,13524
Black,Putnam,2007,0,175,13526
American Indian or Alaskan Native,Putnam,2007,0,104,13528
Asian or Pacific Islander,Putnam,2007,0,81,13530
Other,Putnam,2007,0,0,13532
Unknown,Putnam,2007,0,0,13534
White,Putnam,2008,0,34282,13538
Black,Putnam,2008,0,173,13540
American Indian or Alaskan Native,Putnam,2008,0,113,13542
Asian or Pacific Islander,Putnam,2008,0,87,13544
Other,Putnam,2008,0,0,13546
Unknown,Putnam,2008,0,0,13548
White,Putnam,2009,0,34192,13552
Black,Putnam,2009,0,184,13554
American Indian or Alaskan Native,Putnam,2009,0,115,13556
Asian or Pacific Islander,Putnam,2009,0,92,13558
Other,Putnam,2009,0,0,13560
Unknown,Putnam,2009,0,0,13562
White,Putnam,2010,0,34051,13566
Black,Putnam,2010,0,215,13568
American Indian or Alaskan Native,Putnam,2010,0,114,13570
Asian or Pacific Islander,Putnam,2010,0,96,13572
Other,Putnam,2010,0,0,13574
Unknown,Putnam,2010,0,0,13576
White,Putnam,2011,0,33947,13580
Black,Putnam,2011,0,221,13582
American Indian or Alaskan Native,Putnam,2011,0,120,13584
Asian or Pacific Islander,Putnam,2011,0,98,13586
Other,Putnam,2011,0,0,13588
Unknown,Putnam,2011,0,0,13590
White,Putnam,2012,0,33744,13594
Black,Putnam,2012,0,235,13596
American Indian or Alaskan Native,Putnam,2012,0,124,13598
Asian or Pacific Islander,Putnam,2012,0,104,13600
Other,Putnam,2012,0,0,13602
Unknown,Putnam,2012,0,0,13604
White,Putnam,2013,0,33636,13608
Black,Putnam,2013,0,253,13610
American Indian or Alaskan Native,Putnam,2013,0,128,13612
Asian or Pacific Islander,Putnam,2013,0,105,13614
Other,Putnam,2013,0,0,13616
Unknown,Putnam,2013,0,0,13618
White,Putnam,2014,0,33691,13622
Black,Putnam,2014,0,265,13624
American Indian or Alaskan Native,Putnam,2014,0,130,13626
Asian or Pacific Islander,Putnam,2014,0,108,13628
Other,Putnam,2014,0,0,13630
Unknown,Putnam,2014,0,0,13632
White,Putnam,2015,0,33502,13636
Black,Putnam,2015,0,283,13638
American Indian or Alaskan Native,Putnam,2015,0,126,13640
Asian or Pacific Islander,Putnam,2015,0,109,13642
Other,Putnam,2015,0,0,13644
Unknown,Putnam,2015,0,0,13646
White,Putnam,2016,0,33501,13650
Black,Putnam,2016,0,268,13652
American Indian or Alaskan Native,Putnam,2016,0,123,13654
Asian or Pacific Islander,Putnam,2016,0,112,13656
Other,Putnam,2016,0,0,13658
Unknown,Putnam,2016,0,0,13660
White,Putnam,2017,0,33372,13664
Black,Putnam,2017,0,277,13666
American Indian or Alaskan Native,Putnam,2017,0,118,13668
Asian or Pacific Islander,Putnam,2017,0,103,13670
Other,Putnam,2017,0,0,13672
Unknown,Putnam,2017,0,0,13674
White,Putnam,2018,0,33289,13678
Black,Putnam,2018,0,298,13680
American Indian or Alaskan Native,Putnam,2018,0,115,13682
Asian or Pacific Islander,Putnam,2018,0,107,13684
Other,Putnam,2018,0,0,13686
Unknown,Putnam,2018,0,0,13688
White,Putnam,2019,0,33290,13692
Black,Putnam,2019,0,307,13694
American Indian or Alaskan Native,Putnam,2019,0,126,13696
Asian or Pacific Islander,Putnam,2019,0,120,13698
Other,Putnam,2019,0,0,13700
Unknown,Putnam,2019,0,0,13702
White,Richland,2007,0,112931,13720
Black,Richland,2007,0,12810,13722
American Indian or Alaskan Native,Richland,2007,0,334,13724
Asian or Pacific Islander,Richland,2007,0,920,13726
Other,Richland,2007,0,0,13728
Unknown,Richland,2007,0,0,13730
White,Richland,2008,0,111980,13734
Black,Richland,2008,0,12862,13736
American Indian or Alaskan Native,Richland,2008,0,307,13738
Asian or Pacific Islander,Richland,2008,0,979,13740
Other,Richland,2008,0,0,13742
Unknown,Richland,2008,0,0,13744
White,Richland,2009,0,111271,13748
Black,Richland,2009,0,12783,13750
American Indian or Alaskan Native,Richland,2009,0,320,13752
Asian or Pacific Islander,Richland,2009,0,934,13754
Other,Richland,2009,0,0,13756
Unknown,Richland,2009,0,0,13758
White,Richland,2010,0,110190,13762
Black,Richland,2010,0,12670,13764
American Indian or Alaskan Native,Richland,2010,0,313,13766
Asian or Pacific Islander,Richland,2010,0,983,13768
Other,Richland,2010,0,0,13770
Unknown,Richland,2010,0,0,13772
White,Richland,2011,0,109428,13776
Black,Richland,2011,0,12442,13778
American Indian or Alaskan Native,Richland,2011,0,305,13780
Asian or Pacific Islander,Richland,2011,0,976,13782
Other,Richland,2011,0,0,13784
Unknown,Richland,2011,0,0,13786
White,Richland,2012,0,108888,13790
Black,Richland,2012,0,12454,13792
American Indian or Alaskan Native,Richland,2012,0,313,13794
Asian or Pacific Islander,Richland,2012,0,990,13796
Other,Richland,2012,0,0,13798
Unknown,Richland,2012,0,0,13800
White,Richland,2013,0,108420,13804
Black,Richland,2013,0,12560,13806
American Indian or Alaskan Native,Richland,2013,0,317,13808
Asian or Pacific Islander,Richland,2013,0,1042,13810
Other,Richland,2013,0,0,13812
Unknown,Richland,2013,0,0,13814
White,Richland,2014,0,108026,13818
Black,Richland,2014,0,12607,13820
American Indian or Alaskan Native,Richland,2014,0,333,13822
Asian or Pacific Islander,Richland,2014,0,1064,13824
Other,Richland,2014,0,0,13826
Unknown,Richland,2014,0,0,13828
White,Richland,2015,0,107558,13832
Black,Richland,2015,0,12757,13834
American Indian or Alaskan Native,Richland,2015,0,334,13836
Asian or Pacific Islander,Richland,2015,0,1071,13838
Other,Richland,2015,0,0,13840
Unknown,Richland,2015,0,0,13842
White,Richland,2016,0,107092,13846
Black,Richland,2016,0,12776,13848
American Indian or Alaskan Native,Richland,2016,0,340,13850
Asian or Pacific Islander,Richland,2016,0,1116,13852
Other,Richland,2016,0,0,13854
Unknown,Richland,2016,0,0,13856
White,Richland,2017,3,106413,13860
Black,Richland,2017,0,12559,13862
American Indian or Alaskan Native,Richland,2017,0,336,13864
Asian or Pacific Islander,Richland,2017,0,1192,13866
Other,Richland,2017,0,0,13868
Unknown,Richland,2017,0,0,13870
White,Richland,2018,3,106731,13874
Black,Richland,2018,0,12855,13876
American Indian or Alaskan Native,Richland,2018,0,347,13878
Asian or Pacific Islander,Richland,2018,0,1184,13880
Other,Richland,2018,0,0,13882
Unknown,Richland,2018,0,0,13884
White,Richland,2019,7,106862,13888
Black,Richland,2019,0,12960,13890
American Indian or Alaskan Native,Richland,2019,0,361,13892
Asian or Pacific Islander,Richland,2019,0,1201,13894
Other,Richland,2019,0,0,13896
Unknown,Richland,2019,0,0,13898
White,Ross,2007,0,71358,13916
Black,Ross,2007,0,5390,13918
American Indian or Alaskan Native,Ross,2007,0,332,13920
Asian or Pacific Islander,Ross,2007,0,339,13922
Other,Ross,2007,0,0,13924
Unknown,Ross,2007,0,0,13926
White,Ross,2008,0,71576,13930
Black,Ross,2008,0,5441,13932
American Indian or Alaskan Native,Ross,2008,0,352,13934
Asian or Pacific Islander,Ross,2008,0,306,13936
Other,Ross,2008,0,0,13938
Unknown,Ross,2008,0,0,13940
White,Ross,2009,0,71716,13944
Black,Ross,2009,0,5463,13946
American Indian or Alaskan Native,Ross,2009,0,356,13948
Asian or Pacific Islander,Ross,2009,0,327,13950
Other,Ross,2009,0,0,13952
Unknown,Ross,2009,0,0,13954
White,Ross,2010,0,71870,13958
Black,Ross,2010,0,5501,13960
American Indian or Alaskan Native,Ross,2010,0,351,13962
Asian or Pacific Islander,Ross,2010,0,380,13964
Other,Ross,2010,0,0,13966
Unknown,Ross,2010,0,0,13968
White,Ross,2011,0,71459,13972
Black,Ross,2011,0,5384,13974
American Indian or Alaskan Native,Ross,2011,0,357,13976
Asian or Pacific Islander,Ross,2011,0,394,13978
Other,Ross,2011,0,0,13980
Unknown,Ross,2011,0,0,13982
White,Ross,2012,0,71295,13986
Black,Ross,2012,0,5308,13988
American Indian or Alaskan Native,Ross,2012,0,353,13990
Asian or Pacific Islander,Ross,2012,0,403,13992
Other,Ross,2012,0,0,13994
Unknown,Ross,2012,0,0,13996
White,Ross,2013,0,71202,14000
Black,Ross,2013,0,5303,14002
American Indian or Alaskan Native,Ross,2013,0,371,14004
Asian or Pacific Islander,Ross,2013,0,423,14006
Other,Ross,2013,0,0,14008
Unknown,Ross,2013,0,0,14010
White,Ross,2014,0,70973,14014
Black,Ross,2014,0,5314,14016
American Indian or Alaskan Native,Ross,2014,0,377,14018
Asian or Pacific Islander,Ross,2014,0,452,14020
Other,Ross,2014,0,0,14022
Unknown,Ross,2014,0,0,14024
White,Ross,2015,0,70927,14028
Black,Ross,2015,0,5280,14030
American Indian or Alaskan Native,Ross,2015,0,379,14032
Asian or Pacific Islander,Ross,2015,0,481,14034
Other,Ross,2015,0,0,14036
Unknown,Ross,2015,0,0,14038
White,Ross,2016,0,70694,14042
Black,Ross,2016,0,5334,14044
American Indian or Alaskan Native,Ross,2016,0,375,14046
Asian or Pacific Islander,Ross,2016,0,485,14048
Other,Ross,2016,0,0,14050
Unknown,Ross,2016,0,0,14052
White,Ross,2017,3,70887,14056
Black,Ross,2017,1,5542,14058
American Indian or Alaskan Native,Ross,2017,0,377,14060
Asian or Pacific Islander,Ross,2017,0,493,14062
Other,Ross,2017,0,0,14064
Unknown,Ross,2017,0,0,14066
White,Ross,2018,8,70654,14070
Black,Ross,2018,0,5296,14072
American Indian or Alaskan Native,Ross,2018,0,385,14074
Asian or Pacific Islander,Ross,2018,0,524,14076
Other,Ross,2018,0,0,14078
Unknown,Ross,2018,0,0,14080
White,Ross,2019,10,70452,14084
Black,Ross,2019,0,5236,14086
American Indian or Alaskan Native,Ross,2019,0,414,14088
Asian or Pacific Islander,Ross,2019,0,511,14090
Other,Ross,2019,0,0,14092
Unknown,Ross,2019,0,0,14094
White,Sandusky,2007,0,58912,14112
Black,Sandusky,2007,0,2252,14114
American Indian or Alaskan Native,Sandusky,2007,0,195,14116
Asian or Pacific Islander,Sandusky,2007,0,212,14118
Other,Sandusky,2007,0,0,14120
Unknown,Sandusky,2007,0,0,14122
White,Sandusky,2008,0,58485,14126
Black,Sandusky,2008,0,2267,14128
American Indian or Alaskan Native,Sandusky,2008,0,209,14130
Asian or Pacific Islander,Sandusky,2008,0,223,14132
Other,Sandusky,2008,0,0,14134
Unknown,Sandusky,2008,0,0,14136
White,Sandusky,2009,0,58325,14140
Black,Sandusky,2009,0,2278,14142
American Indian or Alaskan Native,Sandusky,2009,0,216,14144
Asian or Pacific Islander,Sandusky,2009,0,220,14146
Other,Sandusky,2009,0,0,14148
Unknown,Sandusky,2009,0,0,14150
White,Sandusky,2010,0,58085,14154
Black,Sandusky,2010,0,2348,14156
American Indian or Alaskan Native,Sandusky,2010,0,216,14158
Asian or Pacific Islander,Sandusky,2010,0,237,14160
Other,Sandusky,2010,0,0,14162
Unknown,Sandusky,2010,0,0,14164
White,Sandusky,2011,0,57720,14168
Black,Sandusky,2011,0,2400,14170
American Indian or Alaskan Native,Sandusky,2011,0,232,14172
Asian or Pacific Islander,Sandusky,2011,0,257,14174
Other,Sandusky,2011,0,0,14176
Unknown,Sandusky,2011,0,0,14178
White,Sandusky,2012,0,57513,14182
Black,Sandusky,2012,0,2437,14184
American Indian or Alaskan Native,Sandusky,2012,0,235,14186
Asian or Pacific Islander,Sandusky,2012,0,282,14188
Other,Sandusky,2012,0,0,14190
Unknown,Sandusky,2012,0,0,14192
White,Sandusky,2013,0,57070,14196
Black,Sandusky,2013,0,2476,14198
American Indian or Alaskan Native,Sandusky,2013,0,231,14200
Asian or Pacific Islander,Sandusky,2013,0,275,14202
Other,Sandusky,2013,0,0,14204
Unknown,Sandusky,2013,0,0,14206
White,Sandusky,2014,0,56826,14210
Black,Sandusky,2014,0,2504,14212
American Indian or Alaskan Native,Sandusky,2014,0,241,14214
Asian or Pacific Islander,Sandusky,2014,0,259,14216
Other,Sandusky,2014,0,0,14218
Unknown,Sandusky,2014,0,0,14220
White,Sandusky,2015,0,56404,14224
Black,Sandusky,2015,0,2553,14226
American Indian or Alaskan Native,Sandusky,2015,0,231,14228
Asian or Pacific Islander,Sandusky,2015,0,288,14230
Other,Sandusky,2015,0,0,14232
Unknown,Sandusky,2015,0,0,14234
White,Sandusky,2016,0,56170,14238
Black,Sandusky,2016,0,2603,14240
American Indian or Alaskan Native,Sandusky,2016,0,242,14242
Asian or Pacific Islander,Sandusky,2016,0,296,14244
Other,Sandusky,2016,0,0,14246
Unknown,Sandusky,2016,0,0,14248
White,Sandusky,2017,0,55854,14252
Black,Sandusky,2017,0,2675,14254
American Indian or Alaskan Native,Sandusky,2017,0,243,14256
Asian or Pacific Islander,Sandusky,2017,0,325,14258
Other,Sandusky,2017,0,0,14260
Unknown,Sandusky,2017,0,0,14262
White,Sandusky,2018,0,55430,14266
Black,Sandusky,2018,0,2726,14268
American Indian or Alaskan Native,Sandusky,2018,0,266,14270
Asian or Pacific Islander,Sandusky,2018,0,304,14272
Other,Sandusky,2018,0,0,14274
Unknown,Sandusky,2018,0,0,14276
White,Sandusky,2019,2,55154,14280
Black,Sandusky,2019,0,2769,14282
American Indian or Alaskan Native,Sandusky,2019,0,273,14284
Asian or Pacific Islander,Sandusky,2019,0,324,14286
Other,Sandusky,2019,0,0,14288
Unknown,Sandusky,2019,0,0,14290
White,Scioto,2007,0,75454,14308
Black,Scioto,2007,0,2464,14310
American Indian or Alaskan Native,Scioto,2007,0,586,14312
Asian or Pacific Islander,Scioto,2007,0,271,14314
Other,Scioto,2007,0,0,14316
Unknown,Scioto,2007,0,0,14318
White,Scioto,2008,0,75729,14322
Black,Scioto,2008,0,2511,14324
American Indian or Alaskan Native,Scioto,2008,0,613,14326
Asian or Pacific Islander,Scioto,2008,0,280,14328
Other,Scioto,2008,0,0,14330
Unknown,Scioto,2008,0,0,14332
White,Scioto,2009,0,75863,14336
Black,Scioto,2009,0,2492,14338
American Indian or Alaskan Native,Scioto,2009,0,591,14340
Asian or Pacific Islander,Scioto,2009,0,295,14342
Other,Scioto,2009,0,0,14344
Unknown,Scioto,2009,0,0,14346
White,Scioto,2010,0,76215,14350
Black,Scioto,2010,0,2573,14352
American Indian or Alaskan Native,Scioto,2010,0,581,14354
Asian or Pacific Islander,Scioto,2010,0,303,14356
Other,Scioto,2010,0,0,14358
Unknown,Scioto,2010,0,0,14360
White,Scioto,2011,0,75975,14364
Black,Scioto,2011,0,2539,14366
American Indian or Alaskan Native,Scioto,2011,0,577,14368
Asian or Pacific Islander,Scioto,2011,0,334,14370
Other,Scioto,2011,0,0,14372
Unknown,Scioto,2011,0,0,14374
White,Scioto,2012,0,75381,14378
Black,Scioto,2012,0,2521,14380
American Indian or Alaskan Native,Scioto,2012,0,565,14382
Asian or Pacific Islander,Scioto,2012,0,341,14384
Other,Scioto,2012,0,0,14386
Unknown,Scioto,2012,0,0,14388
White,Scioto,2013,0,74971,14392
Black,Scioto,2013,0,2476,14394
American Indian or Alaskan Native,Scioto,2013,0,554,14396
Asian or Pacific Islander,Scioto,2013,0,332,14398
Other,Scioto,2013,0,0,14400
Unknown,Scioto,2013,0,0,14402
White,Scioto,2014,0,74230,14406
Black,Scioto,2014,0,2386,14408
American Indian or Alaskan Native,Scioto,2014,0,564,14410
Asian or Pacific Islander,Scioto,2014,0,329,14412
Other,Scioto,2014,0,0,14414
Unknown,Scioto,2014,0,0,14416
White,Scioto,2015,0,73735,14420
Black,Scioto,2015,0,2427,14422
American Indian or Alaskan Native,Scioto,2015,0,548,14424
Asian or Pacific Islander,Scioto,2015,0,314,14426
Other,Scioto,2015,0,0,14428
Unknown,Scioto,2015,0,0,14430
White,Scioto,2016,2,73174,14434
Black,Scioto,2016,0,2411,14436
American Indian or Alaskan Native,Scioto,2016,0,540,14438
Asian or Pacific Islander,Scioto,2016,0,326,14440
Other,Scioto,2016,0,0,14442
Unknown,Scioto,2016,0,0,14444
White,Scioto,2017,4,72641,14448
Black,Scioto,2017,0,2470,14450
American Indian or Alaskan Native,Scioto,2017,0,555,14452
Asian or Pacific Islander,Scioto,2017,0,352,14454
Other,Scioto,2017,0,0,14456
Unknown,Scioto,2017,0,0,14458
White,Scioto,2018,9,71953,14462
Black,Scioto,2018,0,2467,14464
American Indian or Alaskan Native,Scioto,2018,0,562,14466
Asian or Pacific Islander,Scioto,2018,0,356,14468
Other,Scioto,2018,0,0,14470
Unknown,Scioto,2018,0,0,14472
White,Scioto,2019,31,71584,14476
Black,Scioto,2019,0,2550,14478
American Indian or Alaskan Native,Scioto,2019,0,569,14480
Asian or Pacific Islander,Scioto,2019,0,348,14482
Other,Scioto,2019,0,0,14484
Unknown,Scioto,2019,0,0,14486
White,Seneca,2007,0,55173,14504
Black,Seneca,2007,0,1640,14506
American Indian or Alaskan Native,Seneca,2007,0,147,14508
Asian or Pacific Islander,Seneca,2007,0,329,14510
Other,Seneca,2007,0,0,14512
Unknown,Seneca,2007,0,0,14514
White,Seneca,2008,0,55007,14518
Black,Seneca,2008,0,1715,14520
American Indian or Alaskan Native,Seneca,2008,0,150,14522
Asian or Pacific Islander,Seneca,2008,0,327,14524
Other,Seneca,2008,0,0,14526
Unknown,Seneca,2008,0,0,14528
White,Seneca,2009,0,54653,14532
Black,Seneca,2009,0,1742,14534
American Indian or Alaskan Native,Seneca,2009,0,155,14536
Asian or Pacific Islander,Seneca,2009,0,347,14538
Other,Seneca,2009,0,0,14540
Unknown,Seneca,2009,0,0,14542
White,Seneca,2010,0,54264,14546
Black,Seneca,2010,0,1835,14548
American Indian or Alaskan Native,Seneca,2010,0,137,14550
Asian or Pacific Islander,Seneca,2010,0,383,14552
Other,Seneca,2010,0,0,14554
Unknown,Seneca,2010,0,0,14556
White,Seneca,2011,0,54127,14560
Black,Seneca,2011,0,1827,14562
American Indian or Alaskan Native,Seneca,2011,0,165,14564
Asian or Pacific Islander,Seneca,2011,0,407,14566
Other,Seneca,2011,0,0,14568
Unknown,Seneca,2011,0,0,14570
White,Seneca,2012,0,53660,14574
Black,Seneca,2012,0,1867,14576
American Indian or Alaskan Native,Seneca,2012,0,158,14578
Asian or Pacific Islander,Seneca,2012,0,432,14580
Other,Seneca,2012,0,0,14582
Unknown,Seneca,2012,0,0,14584
White,Seneca,2013,0,53342,14588
Black,Seneca,2013,0,1912,14590
American Indian or Alaskan Native,Seneca,2013,0,160,14592
Asian or Pacific Islander,Seneca,2013,0,446,14594
Other,Seneca,2013,0,0,14596
Unknown,Seneca,2013,0,0,14598
White,Seneca,2014,0,53269,14602
Black,Seneca,2014,0,1933,14604
American Indian or Alaskan Native,Seneca,2014,0,171,14606
Asian or Pacific Islander,Seneca,2014,0,446,14608
Other,Seneca,2014,0,0,14610
Unknown,Seneca,2014,0,0,14612
White,Seneca,2015,0,53091,14616
Black,Seneca,2015,0,1953,14618
American Indian or Alaskan Native,Seneca,2015,0,171,14620
Asian or Pacific Islander,Seneca,2015,0,457,14622
Other,Seneca,2015,0,0,14624
Unknown,Seneca,2015,0,0,14626
White,Seneca,2016,0,52864,14630
Black,Seneca,2016,0,2015,14632
American Indian or Alaskan Native,Seneca,2016,0,196,14634
Asian or Pacific Islander,Seneca,2016,0,442,14636
Other,Seneca,2016,0,0,14638
Unknown,Seneca,2016,0,0,14640
White,Seneca,2017,0,52623,14644
Black,Seneca,2017,0,2041,14646
American Indian or Alaskan Native,Seneca,2017,0,187,14648
Asian or Pacific Islander,Seneca,2017,0,471,14650
Other,Seneca,2017,0,0,14652
Unknown,Seneca,2017,0,0,14654
White,Seneca,2018,0,52461,14658
Black,Seneca,2018,0,2113,14660
American Indian or Alaskan Native,Seneca,2018,0,198,14662
Asian or Pacific Islander,Seneca,2018,0,484,14664
Other,Seneca,2018,0,0,14666
Unknown,Seneca,2018,0,0,14668
White,Seneca,2019,0,52365,14672
Black,Seneca,2019,0,2153,14674
American Indian or Alaskan Native,Seneca,2019,0,211,14676
Asian or Pacific Islander,Seneca,2019,0,491,14678
Other,Seneca,2019,0,0,14680
Unknown,Seneca,2019,0,0,14682
White,Shelby,2007,0,47358,14700
Black,Shelby,2007,0,1259,14702
American Indian or Alaskan Native,Shelby,2007,0,102,14704
Asian or Pacific Islander,Shelby,2007,0,565,14706
Other,Shelby,2007,0,0,14708
Unknown,Shelby,2007,0,0,14710
White,Shelby,2008,0,47518,14714
Black,Shelby,2008,0,1306,14716
American Indian or Alaskan Native,Shelby,2008,0,102,14718
Asian or Pacific Islander,Shelby,2008,0,528,14720
Other,Shelby,2008,0,0,14722
Unknown,Shelby,2008,0,0,14724
White,Shelby,2009,0,47595,14728
Black,Shelby,2009,0,1318,14730
American Indian or Alaskan Native,Shelby,2009,0,97,14732
Asian or Pacific Islander,Shelby,2009,0,530,14734
Other,Shelby,2009,0,0,14736
Unknown,Shelby,2009,0,0,14738
White,Shelby,2010,0,47361,14742
Black,Shelby,2010,0,1378,14744
American Indian or Alaskan Native,Shelby,2010,0,100,14746
Asian or Pacific Islander,Shelby,2010,0,508,14748
Other,Shelby,2010,0,0,14750
Unknown,Shelby,2010,0,0,14752
White,Shelby,2011,0,47220,14756
Black,Shelby,2011,0,1388,14758
American Indian or Alaskan Native,Shelby,2011,0,100,14760
Asian or Pacific Islander,Shelby,2011,0,548,14762
Other,Shelby,2011,0,0,14764
Unknown,Shelby,2011,0,0,14766
White,Shelby,2012,0,47065,14770
Black,Shelby,2012,0,1417,14772
American Indian or Alaskan Native,Shelby,2012,0,111,14774
Asian or Pacific Islander,Shelby,2012,0,565,14776
Other,Shelby,2012,0,0,14778
Unknown,Shelby,2012,0,0,14780
White,Shelby,2013,0,47003,14784
Black,Shelby,2013,0,1498,14786
American Indian or Alaskan Native,Shelby,2013,0,107,14788
