CountyPopCountyName,PopulationYearYear,RacePopRaceDesc,AgeGroupNCHSAgeNCHS,Count,SORT
Fayette,2010,Black,35-44,98,17208
Fayette,2010,White,35-44,3635,17209
Fayette,2011,Black,35-44,90,17211
Fayette,2011,White,35-44,3579,17212
Fayette,2012,Black,35-44,88,17214
Fayette,2012,White,35-44,3566,17215
Fayette,2013,Black,35-44,101,17217
Fayette,2013,White,35-44,3501,17218
Fayette,2014,Black,35-44,97,17220
Fayette,2014,White,35-44,3412,17221
Fayette,2015,Black,35-44,98,17223
Fayette,2015,White,35-44,3347,17224
Fayette,2016,Black,35-44,99,17226
Fayette,2016,White,35-44,3287,17227
Fayette,2017,Black,35-44,98,17229
Fayette,2017,White,35-44,3261,17230
Fayette,2018,Black,35-44,103,17232
Fayette,2018,White,35-44,3231,17233
Fayette,2019,Black,35-44,107,17235
Fayette,2019,White,35-44,3198,17236
Fayette,2020,Black,35-44,111,17238
Fayette,2020,White,35-44,3197,17239
Franklin,2010,Black,35-44,35689,17244
Franklin,2010,White,35-44,113223,17245
Franklin,2011,Black,35-44,36045,17247
Franklin,2011,White,35-44,113466,17248
Franklin,2012,Black,35-44,36833,17250
Franklin,2012,White,35-44,114241,17251
Franklin,2013,Black,35-44,37634,17253
Franklin,2013,White,35-44,115298,17254
Franklin,2014,Black,35-44,38468,17256
Franklin,2014,White,35-44,115349,17257
Franklin,2015,Black,35-44,39184,17259
Franklin,2015,White,35-44,116563,17260
Franklin,2016,Black,35-44,39757,17262
Franklin,2016,White,35-44,116971,17263
Franklin,2017,Black,35-44,40808,17265
Franklin,2017,White,35-44,118067,17266
Franklin,2018,Black,35-44,41764,17268
Franklin,2018,White,35-44,119795,17269
Franklin,2019,Black,35-44,42827,17271
Franklin,2019,White,35-44,121304,17272
Franklin,2020,Black,35-44,43885,17274
Franklin,2020,White,35-44,123012,17275
Fulton,2010,Black,35-44,45,17280
Fulton,2010,White,35-44,5331,17281
Fulton,2011,Black,35-44,39,17283
Fulton,2011,White,35-44,5090,17284
Fulton,2012,Black,35-44,57,17286
Fulton,2012,White,35-44,4984,17287
Fulton,2013,Black,35-44,40,17289
Fulton,2013,White,35-44,4927,17290
Fulton,2014,Black,35-44,44,17292
Fulton,2014,White,35-44,4902,17293
Fulton,2015,Black,35-44,50,17295
Fulton,2015,White,35-44,4826,17296
Fulton,2016,Black,35-44,58,17298
Fulton,2016,White,35-44,4837,17299
Fulton,2017,Black,35-44,56,17301
Fulton,2017,White,35-44,4840,17302
Fulton,2018,Black,35-44,64,17304
Fulton,2018,White,35-44,4832,17305
Fulton,2019,Black,35-44,65,17307
Fulton,2019,White,35-44,4821,17308
Fulton,2020,Black,35-44,65,17310
Fulton,2020,White,35-44,4816,17311
Gallia,2010,Black,35-44,95,17316
Gallia,2010,White,35-44,3527,17317
Gallia,2011,Black,35-44,93,17319
Gallia,2011,White,35-44,3507,17320
Gallia,2012,Black,35-44,93,17322
Gallia,2012,White,35-44,3509,17323
Gallia,2013,Black,35-44,83,17325
Gallia,2013,White,35-44,3491,17326
Gallia,2014,Black,35-44,83,17328
Gallia,2014,White,35-44,3416,17329
Gallia,2015,Black,35-44,82,17331
Gallia,2015,White,35-44,3379,17332
Gallia,2016,Black,35-44,80,17334
Gallia,2016,White,35-44,3321,17335
Gallia,2017,Black,35-44,78,17337
Gallia,2017,White,35-44,3280,17338
Gallia,2018,Black,35-44,71,17340
Gallia,2018,White,35-44,3254,17341
Gallia,2019,Black,35-44,79,17343
Gallia,2019,White,35-44,3277,17344
Gallia,2020,Black,35-44,81,17346
Gallia,2020,White,35-44,3278,17347
Geauga,2010,Black,35-44,144,17352
Geauga,2010,White,35-44,11186,17353
Geauga,2011,Black,35-44,124,17355
Geauga,2011,White,35-44,10681,17356
Geauga,2012,Black,35-44,131,17358
Geauga,2012,White,35-44,10283,17359
Geauga,2013,Black,35-44,138,17361
Geauga,2013,White,35-44,9942,17362
Geauga,2014,Black,35-44,141,17364
Geauga,2014,White,35-44,9727,17365
Geauga,2015,Black,35-44,132,17367
Geauga,2015,White,35-44,9517,17368
Geauga,2016,Black,35-44,134,17370
Geauga,2016,White,35-44,9462,17371
Geauga,2017,Black,35-44,152,17373
Geauga,2017,White,35-44,9380,17374
Geauga,2018,Black,35-44,158,17376
Geauga,2018,White,35-44,9532,17377
Geauga,2019,Black,35-44,169,17379
Geauga,2019,White,35-44,9517,17380
Geauga,2020,Black,35-44,169,17382
Geauga,2020,White,35-44,9377,17383
Greene,2010,Black,35-44,1021,17388
Greene,2010,White,35-44,16457,17389
Greene,2011,Black,35-44,1050,17391
Greene,2011,White,35-44,16251,17392
Greene,2012,Black,35-44,1079,17394
Greene,2012,White,35-44,16030,17395
Greene,2013,Black,35-44,1079,17397
Greene,2013,White,35-44,15949,17398
Greene,2014,Black,35-44,1082,17400
Greene,2014,White,35-44,16068,17401
Greene,2015,Black,35-44,1129,17403
Greene,2015,White,35-44,15966,17404
Greene,2016,Black,35-44,1177,17406
Greene,2016,White,35-44,16048,17407
Greene,2017,Black,35-44,1237,17409
Greene,2017,White,35-44,16391,17410
Greene,2018,Black,35-44,1324,17412
Greene,2018,White,35-44,16704,17413
Greene,2019,Black,35-44,1345,17415
Greene,2019,White,35-44,17196,17416
Greene,2020,Black,35-44,1359,17418
Greene,2020,White,35-44,17558,17419
Guernsey,2010,Black,35-44,81,17424
Guernsey,2010,White,35-44,4857,17425
Guernsey,2011,Black,35-44,76,17427
Guernsey,2011,White,35-44,4783,17428
Guernsey,2012,Black,35-44,72,17430
Guernsey,2012,White,35-44,4689,17431
Guernsey,2013,Black,35-44,79,17433
Guernsey,2013,White,35-44,4582,17434
Guernsey,2014,Black,35-44,93,17436
Guernsey,2014,White,35-44,4488,17437
Guernsey,2015,Black,35-44,78,17439
Guernsey,2015,White,35-44,4349,17440
Guernsey,2016,Black,35-44,81,17442
Guernsey,2016,White,35-44,4201,17443
Guernsey,2017,Black,35-44,80,17445
Guernsey,2017,White,35-44,4163,17446
Guernsey,2018,Black,35-44,78,17448
Guernsey,2018,White,35-44,4142,17449
Guernsey,2019,Black,35-44,74,17451
Guernsey,2019,White,35-44,4151,17452
Guernsey,2020,Black,35-44,87,17454
Guernsey,2020,White,35-44,4134,17455
Hamilton,2010,Black,35-44,25954,17460
Hamilton,2010,White,35-44,68102,17461
Hamilton,2011,Black,35-44,25517,17463
Hamilton,2011,White,35-44,66445,17464
Hamilton,2012,Black,35-44,25266,17466
Hamilton,2012,White,35-44,65792,17467
Hamilton,2013,Black,35-44,25117,17469
Hamilton,2013,White,35-44,65240,17470
Hamilton,2014,Black,35-44,25286,17472
Hamilton,2014,White,35-44,65074,17473
Hamilton,2015,Black,35-44,25219,17475
Hamilton,2015,White,35-44,65025,17476
Hamilton,2016,Black,35-44,25063,17478
Hamilton,2016,White,35-44,64995,17479
Hamilton,2017,Black,35-44,25202,17481
Hamilton,2017,White,35-44,65611,17482
Hamilton,2018,Black,35-44,25522,17484
Hamilton,2018,White,35-44,66587,17485
Hamilton,2019,Black,35-44,25906,17487
Hamilton,2019,White,35-44,67701,17488
Hamilton,2020,Black,35-44,26422,17490
Hamilton,2020,White,35-44,68882,17491
Hancock,2010,Black,35-44,176,17496
Hancock,2010,White,35-44,8721,17497
Hancock,2011,Black,35-44,178,17499
Hancock,2011,White,35-44,8593,17500
Hancock,2012,Black,35-44,183,17502
Hancock,2012,White,35-44,8650,17503
Hancock,2013,Black,35-44,200,17505
Hancock,2013,White,35-44,8481,17506
Hancock,2014,Black,35-44,200,17508
Hancock,2014,White,35-44,8385,17509
Hancock,2015,Black,35-44,201,17511
Hancock,2015,White,35-44,8396,17512
Hancock,2016,Black,35-44,222,17514
Hancock,2016,White,35-44,8286,17515
Hancock,2017,Black,35-44,209,17517
Hancock,2017,White,35-44,8321,17518
Hancock,2018,Black,35-44,249,17520
Hancock,2018,White,35-44,8327,17521
Hancock,2019,Black,35-44,254,17523
Hancock,2019,White,35-44,8347,17524
Hancock,2020,Black,35-44,257,17526
Hancock,2020,White,35-44,8407,17527
Hardin,2010,Black,35-44,33,17532
Hardin,2010,White,35-44,3661,17533
Hardin,2011,Black,35-44,26,17535
Hardin,2011,White,35-44,3641,17536
Hardin,2012,Black,35-44,24,17538
Hardin,2012,White,35-44,3599,17539
Hardin,2013,Black,35-44,26,17541
Hardin,2013,White,35-44,3613,17542
Hardin,2014,Black,35-44,38,17544
Hardin,2014,White,35-44,3524,17545
Hardin,2015,Black,35-44,36,17547
Hardin,2015,White,35-44,3458,17548
Hardin,2016,Black,35-44,40,17550
Hardin,2016,White,35-44,3390,17551
Hardin,2017,Black,35-44,43,17553
Hardin,2017,White,35-44,3302,17554
Hardin,2018,Black,35-44,39,17556
Hardin,2018,White,35-44,3296,17557
Hardin,2019,Black,35-44,37,17559
Hardin,2019,White,35-44,3290,17560
Hardin,2020,Black,35-44,37,17562
Hardin,2020,White,35-44,3287,17563
Harrison,2010,Black,35-44,45,17568
Harrison,2010,White,35-44,1802,17569
Harrison,2011,Black,35-44,37,17571
Harrison,2011,White,35-44,1767,17572
Harrison,2012,Black,35-44,34,17574
Harrison,2012,White,35-44,1726,17575
Harrison,2013,Black,35-44,43,17577
Harrison,2013,White,35-44,1674,17578
Harrison,2014,Black,35-44,45,17580
Harrison,2014,White,35-44,1674,17581
Harrison,2015,Black,35-44,40,17583
Harrison,2015,White,35-44,1645,17584
Harrison,2016,Black,35-44,41,17586
Harrison,2016,White,35-44,1619,17587
Harrison,2017,Black,35-44,37,17589
Harrison,2017,White,35-44,1583,17590
Harrison,2018,Black,35-44,40,17592
Harrison,2018,White,35-44,1541,17593
Harrison,2019,Black,35-44,45,17595
Harrison,2019,White,35-44,1522,17596
Harrison,2020,Black,35-44,48,17598
Harrison,2020,White,35-44,1571,17599
Henry,2010,Black,35-44,17,17604
Henry,2010,White,35-44,3409,17605
Henry,2011,Black,35-44,20,17607
Henry,2011,White,35-44,3321,17608
Henry,2012,Black,35-44,27,17610
Henry,2012,White,35-44,3302,17611
Henry,2013,Black,35-44,27,17613
Henry,2013,White,35-44,3245,17614
Henry,2014,Black,35-44,30,17616
Henry,2014,White,35-44,3208,17617
Henry,2015,Black,35-44,29,17619
Henry,2015,White,35-44,3164,17620
Henry,2016,Black,35-44,38,17622
Henry,2016,White,35-44,3126,17623
Henry,2017,Black,35-44,38,17625
Henry,2017,White,35-44,3165,17626
Henry,2018,Black,35-44,46,17628
Henry,2018,White,35-44,3161,17629
Henry,2019,Black,35-44,42,17631
Henry,2019,White,35-44,3095,17632
Henry,2020,Black,35-44,38,17634
Henry,2020,White,35-44,3094,17635
Highland,2010,Black,35-44,84,17640
Highland,2010,White,35-44,5563,17641
Highland,2011,Black,35-44,76,17643
Highland,2011,White,35-44,5462,17644
Highland,2012,Black,35-44,79,17646
Highland,2012,White,35-44,5317,17647
Highland,2013,Black,35-44,67,17649
Highland,2013,White,35-44,5289,17650
Highland,2014,Black,35-44,71,17652
Highland,2014,White,35-44,5207,17653
Highland,2015,Black,35-44,73,17655
Highland,2015,White,35-44,5167,17656
Highland,2016,Black,35-44,89,17658
Highland,2016,White,35-44,5024,17659
Highland,2017,Black,35-44,86,17661
Highland,2017,White,35-44,4970,17662
Highland,2018,Black,35-44,90,17664
Highland,2018,White,35-44,4903,17665
Highland,2019,Black,35-44,103,17667
Highland,2019,White,35-44,4838,17668
Highland,2020,Black,35-44,108,17670
Highland,2020,White,35-44,4877,17671
Hocking,2010,Black,35-44,20,17676
Hocking,2010,White,35-44,3699,17677
Hocking,2011,Black,35-44,18,17679
Hocking,2011,White,35-44,3647,17680
Hocking,2012,Black,35-44,19,17682
Hocking,2012,White,35-44,3587,17683
Hocking,2013,Black,35-44,24,17685
Hocking,2013,White,35-44,3538,17686
Hocking,2014,Black,35-44,29,17688
Hocking,2014,White,35-44,3498,17689
Hocking,2015,Black,35-44,27,17691
Hocking,2015,White,35-44,3415,17692
Hocking,2016,Black,35-44,30,17694
Hocking,2016,White,35-44,3303,17695
Hocking,2017,Black,35-44,28,17697
Hocking,2017,White,35-44,3247,17698
Hocking,2018,Black,35-44,33,17700
Hocking,2018,White,35-44,3225,17701
Hocking,2019,Black,35-44,40,17703
Hocking,2019,White,35-44,3176,17704
Hocking,2020,Black,35-44,39,17706
Hocking,2020,White,35-44,3137,17707
Holmes,2010,Black,35-44,14,17712
Holmes,2010,White,35-44,4661,17713
Holmes,2011,Black,35-44,17,17715
Holmes,2011,White,35-44,4708,17716
Holmes,2012,Black,35-44,19,17718
Holmes,2012,White,35-44,4721,17719
Holmes,2013,Black,35-44,18,17721
Holmes,2013,White,35-44,4755,17722
Holmes,2014,Black,35-44,18,17724
Holmes,2014,White,35-44,4778,17725
Holmes,2015,Black,35-44,22,17727
Holmes,2015,White,35-44,4758,17728
Holmes,2016,Black,35-44,27,17730
Holmes,2016,White,35-44,4738,17731
Holmes,2017,Black,35-44,21,17733
Holmes,2017,White,35-44,4766,17734
Holmes,2018,Black,35-44,26,17736
Holmes,2018,White,35-44,4734,17737
Holmes,2019,Black,35-44,22,17739
Holmes,2019,White,35-44,4759,17740
Holmes,2020,Black,35-44,20,17742
Holmes,2020,White,35-44,4765,17743
Huron,2010,Black,35-44,121,17748
Huron,2010,White,35-44,7503,17749
Huron,2011,Black,35-44,129,17751
Huron,2011,White,35-44,7332,17752
Huron,2012,Black,35-44,128,17754
Huron,2012,White,35-44,7239,17755
Huron,2013,Black,35-44,121,17757
Huron,2013,White,35-44,7109,17758
Huron,2014,Black,35-44,121,17760
Huron,2014,White,35-44,7021,17761
Huron,2015,Black,35-44,118,17763
Huron,2015,White,35-44,6820,17764
Huron,2016,Black,35-44,122,17766
Huron,2016,White,35-44,6694,17767
Huron,2017,Black,35-44,122,17769
Huron,2017,White,35-44,6594,17770
Huron,2018,Black,35-44,115,17772
Huron,2018,White,35-44,6521,17773
Huron,2019,Black,35-44,107,17775
Huron,2019,White,35-44,6544,17776
Huron,2020,Black,35-44,108,17778
Huron,2020,White,35-44,6540,17779
Jackson,2010,Black,35-44,32,17784
Jackson,2010,White,35-44,4252,17785
Jackson,2011,Black,35-44,29,17787
Jackson,2011,White,35-44,4207,17788
Jackson,2012,Black,35-44,35,17790
Jackson,2012,White,35-44,4169,17791
Jackson,2013,Black,35-44,38,17793
Jackson,2013,White,35-44,4121,17794
Jackson,2014,Black,35-44,40,17796
Jackson,2014,White,35-44,4074,17797
Jackson,2015,Black,35-44,28,17799
Jackson,2015,White,35-44,4019,17800
Jackson,2016,Black,35-44,31,17802
Jackson,2016,White,35-44,3968,17803
Jackson,2017,Black,35-44,36,17805
Jackson,2017,White,35-44,3926,17806
Jackson,2018,Black,35-44,38,17808
Jackson,2018,White,35-44,3863,17809
Jackson,2019,Black,35-44,39,17811
Jackson,2019,White,35-44,3845,17812
Jackson,2020,Black,35-44,38,17814
Jackson,2020,White,35-44,3909,17815
Jefferson,2010,Black,35-44,469,17820
Jefferson,2010,White,35-44,7598,17821
Jefferson,2011,Black,35-44,461,17823
Jefferson,2011,White,35-44,7405,17824
Jefferson,2012,Black,35-44,444,17826
Jefferson,2012,White,35-44,7262,17827
Jefferson,2013,Black,35-44,440,17829
Jefferson,2013,White,35-44,7152,17830
Jefferson,2014,Black,35-44,434,17832
Jefferson,2014,White,35-44,7041,17833
Jefferson,2015,Black,35-44,430,17835
Jefferson,2015,White,35-44,6948,17836
Jefferson,2016,Black,35-44,401,17838
Jefferson,2016,White,35-44,6754,17839
Jefferson,2017,Black,35-44,392,17841
Jefferson,2017,White,35-44,6551,17842
Jefferson,2018,Black,35-44,397,17844
Jefferson,2018,White,35-44,6414,17845
Jefferson,2019,Black,35-44,381,17847
Jefferson,2019,White,35-44,6335,17848
Jefferson,2020,Black,35-44,400,17850
Jefferson,2020,White,35-44,6238,17851
Knox,2010,Black,35-44,63,17856
Knox,2010,White,35-44,7036,17857
Knox,2011,Black,35-44,61,17859
Knox,2011,White,35-44,6867,17860
Knox,2012,Black,35-44,68,17862
Knox,2012,White,35-44,6768,17863
Knox,2013,Black,35-44,69,17865
Knox,2013,White,35-44,6739,17866
Knox,2014,Black,35-44,71,17868
Knox,2014,White,35-44,6639,17869
Knox,2015,Black,35-44,69,17871
Knox,2015,White,35-44,6567,17872
Knox,2016,Black,35-44,77,17874
Knox,2016,White,35-44,6437,17875
Knox,2017,Black,35-44,75,17877
Knox,2017,White,35-44,6413,17878
Knox,2018,Black,35-44,89,17880
Knox,2018,White,35-44,6476,17881
Knox,2019,Black,35-44,87,17883
Knox,2019,White,35-44,6546,17884
Knox,2020,Black,35-44,74,17886
Knox,2020,White,35-44,6682,17887
Lake,2010,Black,35-44,1114,17892
Lake,2010,White,35-44,27978,17893
Lake,2011,Black,35-44,1174,17895
Lake,2011,White,35-44,27239,17896
Lake,2012,Black,35-44,1181,17898
Lake,2012,White,35-44,26425,17899
Lake,2013,Black,35-44,1257,17901
Lake,2013,White,35-44,25748,17902
Lake,2014,Black,35-44,1281,17904
Lake,2014,White,35-44,25195,17905
Lake,2015,Black,35-44,1282,17907
Lake,2015,White,35-44,24882,17908
Lake,2016,Black,35-44,1301,17910
Lake,2016,White,35-44,24356,17911
Lake,2017,Black,35-44,1360,17913
Lake,2017,White,35-44,24107,17914
Lake,2018,Black,35-44,1430,17916
Lake,2018,White,35-44,24047,17917
Lake,2019,Black,35-44,1518,17919
Lake,2019,White,35-44,23948,17920
Lake,2020,Black,35-44,1644,17922
Lake,2020,White,35-44,23987,17923
Lawrence,2010,Black,35-44,175,17928
Lawrence,2010,White,35-44,8071,17929
Lawrence,2011,Black,35-44,171,17931
Lawrence,2011,White,35-44,7955,17932
Lawrence,2012,Black,35-44,172,17934
Lawrence,2012,White,35-44,7847,17935
Lawrence,2013,Black,35-44,180,17937
Lawrence,2013,White,35-44,7756,17938
Lawrence,2014,Black,35-44,173,17940
Lawrence,2014,White,35-44,7600,17941
Lawrence,2015,Black,35-44,173,17943
Lawrence,2015,White,35-44,7463,17944
Lawrence,2016,Black,35-44,188,17946
Lawrence,2016,White,35-44,7295,17947
Lawrence,2017,Black,35-44,180,17949
Lawrence,2017,White,35-44,7090,17950
Lawrence,2018,Black,35-44,186,17952
Lawrence,2018,White,35-44,7030,17953
Lawrence,2019,Black,35-44,185,17955
Lawrence,2019,White,35-44,6983,17956
Lawrence,2020,Black,35-44,192,17958
Lawrence,2020,White,35-44,6919,17959
Licking,2010,Black,35-44,964,17964
Licking,2010,White,35-44,21134,17965
Licking,2011,Black,35-44,971,17967
Licking,2011,White,35-44,20677,17968
Licking,2012,Black,35-44,968,17970
Licking,2012,White,35-44,20293,17971
Licking,2013,Black,35-44,989,17973
Licking,2013,White,35-44,20021,17974
Licking,2014,Black,35-44,959,17976
Licking,2014,White,35-44,19851,17977
Licking,2015,Black,35-44,964,17979
Licking,2015,White,35-44,19437,17980
Licking,2016,Black,35-44,972,17982
Licking,2016,White,35-44,19329,17983
Licking,2017,Black,35-44,973,17985
Licking,2017,White,35-44,19354,17986
Licking,2018,Black,35-44,1009,17988
Licking,2018,White,35-44,19617,17989
Licking,2019,Black,35-44,1056,17991
Licking,2019,White,35-44,19823,17992
Licking,2020,Black,35-44,1085,17994
Licking,2020,White,35-44,20089,17995
Logan,2010,Black,35-44,119,18000
Logan,2010,White,35-44,5525,18001
Logan,2011,Black,35-44,111,18003
Logan,2011,White,35-44,5400,18004
Logan,2012,Black,35-44,118,18006
Logan,2012,White,35-44,5349,18007
Logan,2013,Black,35-44,126,18009
Logan,2013,White,35-44,5282,18010
Logan,2014,Black,35-44,141,18012
Logan,2014,White,35-44,5274,18013
Logan,2015,Black,35-44,135,18015
Logan,2015,White,35-44,5231,18016
Logan,2016,Black,35-44,141,18018
Logan,2016,White,35-44,5144,18019
Logan,2017,Black,35-44,148,18021
Logan,2017,White,35-44,5099,18022
Logan,2018,Black,35-44,144,18024
Logan,2018,White,35-44,5026,18025
Logan,2019,Black,35-44,147,18027
Logan,2019,White,35-44,5041,18028
Logan,2020,Black,35-44,161,18030
Logan,2020,White,35-44,4966,18031
Lorain,2010,Black,35-44,3571,18036
Lorain,2010,White,35-44,35759,18037
Lorain,2011,Black,35-44,3548,18039
Lorain,2011,White,35-44,35089,18040
Lorain,2012,Black,35-44,3508,18042
Lorain,2012,White,35-44,34407,18043
Lorain,2013,Black,35-44,3546,18045
Lorain,2013,White,35-44,33921,18046
Lorain,2014,Black,35-44,3573,18048
Lorain,2014,White,35-44,33612,18049
Lorain,2015,Black,35-44,3611,18051
Lorain,2015,White,35-44,33188,18052
Lorain,2016,Black,35-44,3652,18054
Lorain,2016,White,35-44,32825,18055
Lorain,2017,Black,35-44,3587,18057
Lorain,2017,White,35-44,32500,18058
Lorain,2018,Black,35-44,3602,18060
Lorain,2018,White,35-44,32464,18061
Lorain,2019,Black,35-44,3641,18063
Lorain,2019,White,35-44,32472,18064
Lorain,2020,Black,35-44,3745,18066
Lorain,2020,White,35-44,32715,18067
Lucas,2010,Black,35-44,10695,18072
Lucas,2010,White,35-44,42243,18073
Lucas,2011,Black,35-44,10576,18075
Lucas,2011,White,35-44,41413,18076
Lucas,2012,Black,35-44,10396,18078
Lucas,2012,White,35-44,40756,18079
Lucas,2013,Black,35-44,10373,18081
Lucas,2013,White,35-44,40369,18082
Lucas,2014,Black,35-44,10332,18084
Lucas,2014,White,35-44,39753,18085
Lucas,2015,Black,35-44,10289,18087
Lucas,2015,White,35-44,39266,18088
Lucas,2016,Black,35-44,10205,18090
Lucas,2016,White,35-44,38636,18091
Lucas,2017,Black,35-44,10077,18093
Lucas,2017,White,35-44,38009,18094
Lucas,2018,Black,35-44,10141,18096
Lucas,2018,White,35-44,37858,18097
Lucas,2019,Black,35-44,10123,18099
Lucas,2019,White,35-44,37849,18100
Lucas,2020,Black,35-44,10317,18102
Lucas,2020,White,35-44,38019,18103
Madison,2010,Black,35-44,689,18108
Madison,2010,White,35-44,5974,18109
Madison,2011,Black,35-44,654,18111
Madison,2011,White,35-44,5798,18112
Madison,2012,Black,35-44,662,18114
Madison,2012,White,35-44,5662,18115
Madison,2013,Black,35-44,650,18117
Madison,2013,White,35-44,5592,18118
Madison,2014,Black,35-44,699,18120
Madison,2014,White,35-44,5639,18121
Madison,2015,Black,35-44,725,18123
Madison,2015,White,35-44,5584,18124
Madison,2016,Black,35-44,641,18126
Madison,2016,White,35-44,5368,18127
Madison,2017,Black,35-44,685,18129
Madison,2017,White,35-44,5344,18130
Madison,2018,Black,35-44,669,18132
Madison,2018,White,35-44,5434,18133
Madison,2019,Black,35-44,687,18135
Madison,2019,White,35-44,5395,18136
Madison,2020,Black,35-44,666,18138
Madison,2020,White,35-44,5335,18139
Mahoning,2010,Black,35-44,4502,18144
Mahoning,2010,White,35-44,23264,18145
Mahoning,2011,Black,35-44,4499,18147
Mahoning,2011,White,35-44,22763,18148
Mahoning,2012,Black,35-44,4488,18150
Mahoning,2012,White,35-44,22283,18151
Mahoning,2013,Black,35-44,4442,18153
Mahoning,2013,White,35-44,21964,18154
Mahoning,2014,Black,35-44,4489,18156
Mahoning,2014,White,35-44,21566,18157
Mahoning,2015,Black,35-44,4515,18159
Mahoning,2015,White,35-44,21243,18160
Mahoning,2016,Black,35-44,4440,18162
Mahoning,2016,White,35-44,20853,18163
Mahoning,2017,Black,35-44,4354,18165
Mahoning,2017,White,35-44,20707,18166
Mahoning,2018,Black,35-44,4379,18168
Mahoning,2018,White,35-44,20703,18169
Mahoning,2019,Black,35-44,4342,18171
Mahoning,2019,White,35-44,20508,18172
Mahoning,2020,Black,35-44,4273,18174
Mahoning,2020,White,35-44,20450,18175
Marion,2010,Black,35-44,794,18180
Marion,2010,White,35-44,7951,18181
Marion,2011,Black,35-44,839,18183
Marion,2011,White,35-44,7858,18184
Marion,2012,Black,35-44,883,18186
Marion,2012,White,35-44,7690,18187
Marion,2013,Black,35-44,884,18189
Marion,2013,White,35-44,7496,18190
Marion,2014,Black,35-44,889,18192
Marion,2014,White,35-44,7408,18193
Marion,2015,Black,35-44,896,18195
Marion,2015,White,35-44,7333,18196
Marion,2016,Black,35-44,940,18198
Marion,2016,White,35-44,7220,18199
Marion,2017,Black,35-44,918,18201
Marion,2017,White,35-44,7067,18202
Marion,2018,Black,35-44,928,18204
Marion,2018,White,35-44,7052,18205
Marion,2019,Black,35-44,912,18207
Marion,2019,White,35-44,7007,18208
Marion,2020,Black,35-44,881,18210
Marion,2020,White,35-44,7040,18211
Medina,2010,Black,35-44,316,18216
Medina,2010,White,35-44,24175,18217
Medina,2011,Black,35-44,321,18219
Medina,2011,White,35-44,23570,18220
Medina,2012,Black,35-44,321,18222
Medina,2012,White,35-44,22845,18223
Medina,2013,Black,35-44,326,18225
Medina,2013,White,35-44,22380,18226
Medina,2014,Black,35-44,338,18228
Medina,2014,White,35-44,22113,18229
Medina,2015,Black,35-44,354,18231
Medina,2015,White,35-44,21685,18232
Medina,2016,Black,35-44,343,18234
Medina,2016,White,35-44,21300,18235
Medina,2017,Black,35-44,369,18237
Medina,2017,White,35-44,21260,18238
Medina,2018,Black,35-44,391,18240
Medina,2018,White,35-44,21340,18241
Medina,2019,Black,35-44,432,18243
Medina,2019,White,35-44,21455,18244
Medina,2020,Black,35-44,446,18246
Medina,2020,White,35-44,21567,18247
Meigs,2010,Black,35-44,35,18252
Meigs,2010,White,35-44,2988,18253
Meigs,2011,Black,35-44,34,18255
Meigs,2011,White,35-44,2887,18256
Meigs,2012,Black,35-44,34,18258
Meigs,2012,White,35-44,2839,18259
Meigs,2013,Black,35-44,41,18261
Meigs,2013,White,35-44,2828,18262
Meigs,2014,Black,35-44,38,18264
Meigs,2014,White,35-44,2811,18265
Meigs,2015,Black,35-44,33,18267
Meigs,2015,White,35-44,2790,18268
Meigs,2016,Black,35-44,35,18270
Meigs,2016,White,35-44,2788,18271
Meigs,2017,Black,35-44,34,18273
Meigs,2017,White,35-44,2733,18274
Meigs,2018,Black,35-44,28,18276
Meigs,2018,White,35-44,2732,18277
Meigs,2019,Black,35-44,30,18279
Meigs,2019,White,35-44,2720,18280
Meigs,2020,Black,35-44,23,18282
Meigs,2020,White,35-44,2722,18283
Mercer,2010,Black,35-44,20,18288
Mercer,2010,White,35-44,4618,18289
Mercer,2011,Black,35-44,20,18291
Mercer,2011,White,35-44,4517,18292
Mercer,2012,Black,35-44,26,18294
Mercer,2012,White,35-44,4411,18295
Mercer,2013,Black,35-44,27,18297
Mercer,2013,White,35-44,4374,18298
Mercer,2014,Black,35-44,32,18300
Mercer,2014,White,35-44,4313,18301
Mercer,2015,Black,35-44,35,18303
Mercer,2015,White,35-44,4260,18304
Mercer,2016,Black,35-44,44,18306
Mercer,2016,White,35-44,4223,18307
Mercer,2017,Black,35-44,44,18309
Mercer,2017,White,35-44,4295,18310
Mercer,2018,Black,35-44,43,18312
Mercer,2018,White,35-44,4318,18313
Mercer,2019,Black,35-44,48,18315
Mercer,2019,White,35-44,4335,18316
Mercer,2020,Black,35-44,39,18318
Mercer,2020,White,35-44,4348,18319
Miami,2010,Black,35-44,327,18324
Miami,2010,White,35-44,12691,18325
Miami,2011,Black,35-44,321,18327
Miami,2011,White,35-44,12459,18328
Miami,2012,Black,35-44,321,18330
Miami,2012,White,35-44,12199,18331
Miami,2013,Black,35-44,321,18333
Miami,2013,White,35-44,12164,18334
Miami,2014,Black,35-44,323,18336
Miami,2014,White,35-44,12130,18337
Miami,2015,Black,35-44,348,18339
Miami,2015,White,35-44,11940,18340
Miami,2016,Black,35-44,349,18342
Miami,2016,White,35-44,11762,18343
Miami,2017,Black,35-44,360,18345
Miami,2017,White,35-44,11851,18346
Miami,2018,Black,35-44,376,18348
Miami,2018,White,35-44,12018,18349
