"","year","year_int","county","race","O_c","O_fc","O_s","O_fs","E_c","E_fc","E_s","E_fs"
"1502",2017,7,"Auglaize","White",0,3,0,0,0.740330671902587,0.740330671902587,0.0364445632813402,0.0364445632813402
"1503",2017,7,"Belmont","White",5,7,0,1,1.10915670631371,1.10915670631371,0.0557341768798954,0.0557341768798954
"1504",2017,7,"Brown","White",0,0,2,6,0.733556488892009,0.733556488892009,0.0358683513507651,0.0358683513507651
"1505",2017,7,"Butler","White",16,51,16,67,5.51378029331526,5.51378029331526,0.267262413928805,0.267262413928805
"1506",2017,7,"Carroll","White",1,3,1,1,0.450911316276156,0.450911316276156,0.0220103260488269,0.0220103260488269
"1507",2017,7,"Champaign","White",2,9,0,1,0.642388532135624,0.642388532135624,0.0313573841698727,0.0313573841698727
"1508",2017,7,"Clark","White",6,36,3,8,1.97290503163341,1.97290503163341,0.0980569427587298,0.0980569427587298
"1509",2017,7,"Clermont","White",5,18,7,25,3.45300142710202,3.45300142710202,0.171532427925537,0.171532427925537
"1510",2017,7,"Clinton","White",1,2,3,9,0.681078075002567,0.681078075002567,0.0333204871964845,0.0333204871964845
"1511",2017,7,"Columbiana","White",11,12,0,0,1.69218557793655,1.69218557793655,0.083475109793881,0.083475109793881
"1512",2017,7,"Coshocton","White",1,2,1,1,0.590315848488876,0.590315848488876,0.029268454316313,0.029268454316313
"1513",2017,7,"Crawford","White",0,4,0,2,0.675127671102323,0.675127671102323,0.0331255331223304,0.0331255331223304
"1514",2017,7,"Cuyahoga","White",31,156,4,27,14.1094318268178,14.1094318268178,0.726160679815981,0.726160679815981
"1515",2017,7,"Darke","White",2,11,1,7,0.829309834346637,0.829309834346637,0.0403777443456651,0.0403777443456651
"1516",2017,7,"Defiance","White",1,1,0,0,0.606733242971563,0.606733242971563,0.0299668658248355,0.0299668658248355
"1517",2017,7,"Delaware","White",0,11,0,1,3.1654222336619,3.1654222336619,0.1430858650358,0.1430858650358
"1518",2017,7,"Erie","White",4,7,1,2,1.10232553533854,1.10232553533854,0.0549662715510236,0.0549662715510236
"1519",2017,7,"Fairfield","White",3,5,2,6,2.40539341124952,2.40539341124952,0.116969983413439,0.116969983413439
"1520",2017,7,"Fayette","White",0,2,0,6,0.465166336082211,0.465166336082211,0.0230622412772102,0.0230622412772102
"1521",2017,7,"Franklin","White",31,112,5,14,16.4764950099793,16.4764950099793,0.891815903904738,0.891815903904738
"1522",2017,7,"Fulton","White",0,0,0,0,0.695162012681701,0.695162012681701,0.034180860740638,0.034180860740638
"1523",2017,7,"Gallia","White",0,2,0,3,0.47860573906859,0.47860573906859,0.0238197677350258,0.0238197677350258
"1524",2017,7,"Geauga","White",0,4,2,4,1.49992582312156,1.49992582312156,0.0706116241935663,0.0706116241935663
"1525",2017,7,"Greene","White",4,19,2,8,2.48823428805282,2.48823428805282,0.126776040026121,0.126776040026121
"1526",2017,7,"Guernsey","White",0,1,2,3,0.637421378905027,0.637421378905027,0.0318076540978034,0.0318076540978034
"1527",2017,7,"Hamilton","White",33,134,12,33,9.83205311030618,9.83205311030618,0.516203243418142,0.516203243418142
"1528",2017,7,"Hancock","White",2,7,1,1,1.22815919890136,1.22815919890136,0.0626333414143003,0.0626333414143003
"1529",2017,7,"Hardin","White",0,2,0,0,0.479362439188838,0.479362439188838,0.022763292157025,0.022763292157025
"1530",2017,7,"Harrison","White",2,2,1,1,0.247025388312826,0.247025388312826,0.0121269005380958,0.0121269005380958
"1531",2017,7,"Henry","White",0,0,0,0,0.445682003393236,0.445682003393236,0.021946229151507,0.021946229151507
"1532",2017,7,"Highland","White",0,2,1,2,0.700535638791934,0.700535638791934,0.0342416990687692,0.0342416990687692
"1533",2017,7,"Hocking","White",0,3,1,1,0.477696376544976,0.477696376544976,0.0233551947281611,0.0233551947281611
"1534",2017,7,"Holmes","White",0,0,0,0,0.657392617605141,0.657392617605141,0.0332851790952281,0.0332851790952281
